,ICAO Code,IATA Code,Airport Name,City/Town,Country,Latitude Degrees,Latitude Minutes,Latitude Seconds,Latitude Direction,Longitude Degrees,Longitude Minutes,Longitude Seconds,Longitude Direction,Altitude,Latitude Decimal Degrees,Longitude Decimal Degrees
350,DABS,TEE,CHEIKH LARBI TEBESSI,TEBESSA,ALGERIA,35,25,53,N,8,7,14,E,812,35.431,8.121
353,DAFH,HRM,HASSI R MEL,TILREMPT,ALGERIA,32,55,47,N,3,18,44,E,775,32.93,3.312
355,DAOB,TID,BOU CHEKIF,TIARET,ALGERIA,35,20,28,N,1,27,47,E,990,35.341,1.463
358,DAOF,TIN,TINDOUF,TINDOUF,ALGERIA,27,42,1,N,8,10,1,W,443,27.7,-8.167
359,DAOI,QAS,ECH CHELIFF,ECH-CHELIFF,ALGERIA,36,12,45,N,1,19,54,E,142,36.213,1.332
360,DAOL,TAF,TAFARAOUI,ORAN,ALGERIA,35,32,32,N,0,31,56,W,112,35.542,-0.532
361,DAON,TLM,ZENATA,TLEMCEN,ALGERIA,35,1,0,N,1,27,0,W,249,35.017,-1.45
362,DAOO,ORN,ES SENIA,ORAN,ALGERIA,35,37,25,N,0,37,16,W,90,35.624,-0.621
364,DAOV,MUW,GHRISS,GHRISS,ALGERIA,35,12,27,N,0,8,49,E,514,35.208,0.147
368,DAUA,AZR,TOUAT CHEIKH SIDI MOHAMED BELKEBIR,ADRAR,ALGERIA,27,50,15,N,0,11,11,W,281,27.837,-0.186
369,DAUB,BSK,BISKRA,BISKRA,ALGERIA,34,47,35,N,5,44,17,E,89,34.793,5.738
370,DAUE,ELG,EL GOLEA,EL GOLEA,ALGERIA,30,34,16,N,2,51,34,E,399,30.571,2.859
371,DAUG,GHA,NOUMERATE,GHARDAIA,ALGERIA,32,23,2,N,3,47,38,E,461,32.384,3.794
372,DAUH,HME,OUED IRARA,HASSI-MESSAOUD,ALGERIA,31,40,22,N,6,8,25,E,142,31.673,6.14
373,DAUI,INZ,IN SALAH,IN SALAH,ALGERIA,27,15,3,N,2,30,43,E,270,27.251,2.512
374,DAUK,TGR,SIDI MAHDI,TOUGGOURT,ALGERIA,33,4,4,N,6,5,19,E,86,33.068,6.089
375,DAUL,LOO,LAGHOUAT,LAGHOUAT,ALGERIA,33,45,50,N,2,55,38,E,766,33.764,2.927
376,DAUT,TMX,TIMIMOUN,TIMIMOUN,ALGERIA,29,14,13,N,0,16,33,E,314,29.237,0.276
377,DAUU,OGX,OUARGLA,OUARGLA,ALGERIA,31,55,2,N,5,24,46,E,150,31.917,5.413
378,DAUZ,IAM,IN AMENAS,ZARZAITINE,ALGERIA,28,3,5,N,9,38,34,E,563,28.051,9.643
379,DBBB,COO,COTONOU CADJEHOUN,COTONOU,BENIN,6,21,26,N,2,23,3,E,6,6.357,2.384
385,DBBP,PKO,PARAKOU,PARAKOU,BENIN,9,21,25,N,2,36,32,E,386,9.357,2.609
423,DFFD,OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,12,21,11,N,1,30,44,W,317,12.353,-1.512
432,DFOO,BOY,BOBO DIOULASSO,BOBO-DIOULASSO,BURKINA FASO,11,9,36,N,4,19,51,W,461,11.16,-4.331
438,DGAA,ACC,KOTOKA INTERNATIONAL,ACCRA,GHANA,5,36,10,N,0,10,5,W,63,5.603,-0.168
449,DGLE,TML,TAMALE,TAMALE,GHANA,9,33,48,N,0,51,48,W,169,9.563,-0.863
454,DGSN,NYI,SUNYANI,SUNYANI,GHANA,7,21,42,N,2,19,43,W,310,7.362,-2.329
456,DGTK,TKD,TAKORADI,TAKORADI,GHANA,4,53,36,N,1,46,30,W,7,4.893,-1.775
461,DIAP,ABJ,ABIDJAN FELIX HOUPHOUET BOIGNY INTERNATIONAL,ABIDJAN,IVORY COAST,5,15,35,N,3,55,35,W,7,5.26,-3.926
465,DIBK,BYK,BOUAKE,BOUAKE,IVORY COAST,7,44,19,N,5,4,25,W,375,7.739,-5.074
470,DIDL,DJO,DALOA,DALOA,IVORY COAST,6,47,33,N,6,28,23,W,251,6.792,-6.473
476,DIKO,HGO,KORHOGO,KORHOGO,IVORY COAST,9,23,13,N,5,33,23,W,370,9.387,-5.556
477,DIMN,MJC,MAN,MAN,IVORY COAST,7,16,19,N,7,35,13,W,332,7.272,-7.587
482,DISP,SPY,SAN PEDRO,SAN PEDRO,IVORY COAST,4,44,48,N,6,39,38,W,8,4.747,-6.661
486,DIYO,ASK,YAMOUSSOUKRO,YAMOUSSOUKRO,IVORY COAST,6,54,11,N,5,21,57,W,214,6.903,-5.366
487,DNAA,ABV,ABUJA NNAMDI AZIKIWE INTERNATIONAL,ABUJA,NIGERIA,9,0,24,N,7,15,47,E,343,9.007,7.263
488,DNAK,AKR,AKURE,AKURE,NIGERIA,7,14,48,N,5,18,3,E,336,7.247,5.301
489,DNBE,BNI,BENIN,BENIN,NIGERIA,6,19,2,N,5,35,58,E,79,6.317,5.599
491,DNCA,CBQ,CALABAR,CALABAR,NIGERIA,4,58,33,N,8,20,49,E,65,4.976,8.347
492,DNEN,ENU,ENUGU,ENUGU,NIGERIA,6,28,27,N,7,33,43,E,143,6.474,7.562
493,DNGU,QUS,GUSAU,GUSAU,NIGERIA,12,10,18,N,6,41,46,E,464,12.172,6.696
494,DNIB,IBA,IBADAN,IBADAN,NIGERIA,7,21,44,N,3,58,42,E,221,7.362,3.978
495,DNIL,ILR,ILORIN,ILORIN,NIGERIA,8,26,24,N,4,29,38,E,343,8.44,4.494
496,DNJO,JOS,JOS,JOS,NIGERIA,9,38,23,N,8,52,8,E,1290,9.64,8.869
497,DNKA,KAD,KADUNA,KADUNA,NIGERIA,10,41,45,N,7,19,12,E,632,10.696,7.32
498,DNKN,KAN,KANO MALLAM AMINU INTERNATIONAL,KANO,NIGERIA,12,2,51,N,8,31,28,E,478,12.047,8.524
499,DNMA,MIU,MAIDUGURI,MAIDUGURI,NIGERIA,11,51,19,N,13,4,51,E,336,11.855,13.081
500,DNMK,MDI,MAKURDI,MAKURDI,NIGERIA,7,42,13,N,8,36,50,E,114,7.704,8.614
501,DNMM,LOS,LAGOS MURTALA MUHAMMED,LAGOS,NIGERIA,6,34,38,N,3,19,16,E,42,6.577,3.321
502,DNMN,MXJ,MINNA NEW,MINNA,NIGERIA,9,39,7,N,6,27,44,E,255,9.652,6.462
504,DNPO,PHC,PORT HARCOURT INTERNATIONAL,PORT HARTCOURT,NIGERIA,5,0,55,N,6,56,58,E,25,5.015,6.949
505,DNSO,SKO,SADIQ ABUBAKAR III INTERNATIONAL,SOKOTO,NIGERIA,12,54,58,N,5,12,25,E,307,12.916,5.207
506,DNYO,YOL,YOLA,YOLA,NIGERIA,9,15,37,N,12,25,47,E,183,9.26,12.43
507,DNZA,ZAR,ZARIA,ZARIA,NIGERIA,11,7,48,N,7,41,8,E,656,11.13,7.686
515,DRRM,MFG,MARADI,MARADI,NIGER,13,30,9,N,7,7,36,E,378,13.502,7.127
516,DRRN,NIM,DIORI HAMANI,NIAMEY,NIGER,13,28,53,N,2,11,1,E,224,13.481,2.184
518,DRRT,THZ,TAHOUA,TAHOUA,NIGER,14,52,32,N,5,15,55,E,386,14.876,5.265
520,DRZA,AJY,MANU DAYAK,AGADEZ,NIGER,16,57,53,N,7,59,49,E,506,16.965,7.997
528,DRZR,ZND,ZINDER,ZINDER,NIGER,13,46,44,N,8,59,1,E,460,13.779,8.984
531,DTMB,MIR,HABIB BOURGUIBA INTERNATIONAL,MONASTIR,TUNISIA,35,45,29,N,10,45,17,E,3,35.758,10.755
532,DTTA,TUN,CARTHAGE,TUNIS,TUNISIA,36,51,3,N,10,13,37,E,7,36.851,10.227
535,DTTF,GAF,GAFSA,GAFSA,TUNISIA,34,25,19,N,8,49,21,E,324,34.422,8.822
536,DTTG,GAE,GABES,GABES,TUNISIA,33,52,36,N,10,6,12,E,8,33.877,10.103
538,DTTJ,DJE,ZARZIS,DJERBA,TUNISIA,33,52,30,N,10,46,31,E,6,33.875,10.775
542,DTTR,EBM,EL BORMA,EL BORMA,TUNISIA,31,42,15,N,9,15,16,E,253,31.704,9.254
543,DTTX,SFA,THYNA,SFAX,TUNISIA,34,43,4,N,10,41,27,E,26,34.718,10.691
544,DTTZ,TOE,NEFTA,TOZEUR,TUNISIA,33,56,23,N,8,6,38,E,88,33.94,8.111
551,DXNG,LRL,NIAMTOUGOU,NIATOUGOU,TOGO,9,46,2,N,1,5,28,E,462,9.767,1.091
554,DXXX,LFW,LOME TOKOIN,LOME,TOGO,6,9,56,N,1,15,14,E,22,6.166,1.254
556,EBAW,ANR,DEURNE,ANTWERP,BELGIUM,51,11,24,N,4,27,46,E,12,51.19,4.463
559,EBBR,BRU,BRUSSELS NATL,BRUSSELS,BELGIUM,50,54,8,N,4,29,55,E,57,50.902,4.499
562,EBCI,CRL,BRUSSELS SOUTH,CHARLEROI,BELGIUM,50,27,33,N,4,27,13,E,188,50.459,4.454
570,EBKT,QKT,WEVELGEM,KORTRIJK-VEVELGEM,BELGIUM,50,49,4,N,3,12,30,E,19,50.818,3.208
572,EBLG,LGG,LIEGE,LIEGE,BELGIUM,50,38,14,N,5,26,35,E,201,50.637,5.443
577,EBOS,OST,OOSTENDE,OSTEND,BELGIUM,51,11,56,N,2,51,44,E,4,51.199,2.862
592,EDAB,BBJ,BAUTZEN,BAUTZEN,GERMANY,51,11,36,N,14,31,11,E,174,51.193,14.52
593,EDAC,AOC,ALTENBURG NOBITZ,ALTENBURG,GERMANY,50,58,54,N,12,30,22,E,196,50.982,12.506
619,EDBG,GWW,GOLDSBORO WAYNE MUNI,GOTHA OST,GERMANY,35,27,38,N,77,57,53,W,41,35.461,-77.965
650,EDDB,SXF,SCHONEFELD,BERLIN,GERMANY,52,22,48,N,13,31,21,E,48,52.38,13.523
651,EDDC,DRS,DRESDEN,DRESDEN,GERMANY,51,7,57,N,13,46,1,E,231,51.133,13.767
653,EDDE,ERF,ERFURT,ERFURT,GERMANY,50,58,48,N,10,57,29,E,316,50.98,10.958
654,EDDF,FRA,FRANKFURT MAIN,FRANKFURT,GERMANY,50,1,35,N,8,32,35,E,111,50.026,8.543
655,EDDG,FMO,MUNSTER OSNABRUCK,MUENSTER/OSNABRUECK,GERMANY,52,8,4,N,7,41,5,E,49,52.134,7.685
656,EDDH,HAM,HAMBURG,HAMBURG,GERMANY,53,37,49,N,9,59,17,E,17,53.63,9.988
657,EDDI,THF,TEMPELHOF,BERLIN,GERMANY,52,28,22,N,13,24,14,E,50,52.473,13.404
658,EDDK,CGN,KOLN BONN,COLOGNE,GERMANY,50,51,57,N,7,8,33,E,93,50.866,7.143
659,EDDL,DUS,DUSSELDORF,DUESSELDORF,GERMANY,51,17,22,N,6,46,0,E,45,51.289,6.767
660,EDDM,MUC,MUNICH,MUNICH,GERMANY,48,21,13,N,11,47,9,E,454,48.354,11.786
661,EDDN,NUE,NURNBERG,NUERNBERG,GERMANY,49,29,55,N,11,4,41,E,319,49.499,11.078
662,EDDP,LEJ,LEIPZIG HALLE,LEIPZIG,GERMANY,51,25,26,N,12,14,10,E,142,51.424,12.236
663,EDDR,SCN,SAARBRUCKEN,SAARBRUECKEN,GERMANY,49,12,52,N,7,6,34,E,323,49.214,7.109
664,EDDS,STR,STUTTGART,STUTTGART,GERMANY,48,41,23,N,9,13,19,E,389,48.69,9.222
665,EDDT,TXL,TEGEL,BERLIN,GERMANY,52,33,34,N,13,17,15,E,38,52.559,13.287
666,EDDV,HAJ,HANNOVER,HANNOVER,GERMANY,52,27,39,N,9,41,6,E,56,52.461,9.685
667,EDDW,BRE,BREMEN,BREMEN,GERMANY,53,2,51,N,8,47,12,E,5,53.047,8.787
681,EDFH,HHN,FRANKFURT HAHN,HAHN,GERMANY,49,56,59,N,7,15,50,E,503,49.95,7.264
686,EDFM,MHG,MANNHEIM CITY,MANNHEIM,GERMANY,49,28,21,N,8,30,49,E,95,49.473,8.514
724,EDHI,XFW,HAMBURG FINKENWERDER,HAMBURG,GERMANY,53,32,7,N,9,50,7,E,6,53.535,9.835
726,EDHK,KEL,KIEL HOLTENAU,KIEL,GERMANY,54,22,46,N,10,8,42,E,31,54.379,10.145
727,EDHL,LBC,LUBECK BLANKENSEE,LUEBECK,GERMANY,53,48,19,N,10,43,9,E,17,53.805,10.719
736,EDKA,AAH,AACHEN MERZBRUCK,AACHEN,GERMANY,50,49,22,N,6,11,14,E,190,50.823,6.187
752,EDLA,ZCA,ARNSBERG MENDEN,ARNSBERG,GERMANY,51,29,0,N,7,53,57,E,243,51.483,7.899
756,EDLE,ESS,ESSEN MULHEIM,ESSEN,GERMANY,51,24,5,N,6,56,9,E,130,51.401,6.936
763,EDLN,MGL,MONCHENGLADBACH,MOENCHENGLADBACH,GERMANY,51,13,49,N,6,30,16,E,39,51.23,6.504
765,EDLP,PAD,PADERBORN LIPPSTADT,PADERBORN,GERMANY,51,36,51,N,8,36,58,E,214,51.614,8.616
769,EDLW,DTM,DORTMUND,DORTMUND,GERMANY,51,31,5,N,7,36,44,E,130,51.518,7.612
773,EDMA,AGB,AUGSBURG,AUGSBURG,GERMANY,48,25,30,N,10,55,54,E,462,48.425,10.932
787,EDMO,OBF,OBERPFAFFENHOFEN,OBERPFAFFENHOFEN,GERMANY,48,4,53,N,11,17,0,E,594,48.081,11.283
817,EDNY,FDH,FRIEDRICHSHAFEN,FRIEDRICHSHAFEN,GERMANY,47,40,16,N,9,30,41,E,417,47.671,9.511
828,EDOP,SZW,SCHWERIN PARCHIM,PARCHIM,GERMANY,53,25,37,N,11,47,0,E,51,53.427,11.783
854,EDQD,BYU,BAYREUTH,BAYREUTH,GERMANY,49,59,3,N,11,38,18,E,488,49.984,11.638
861,EDQM,HOQ,HOF PLAUEN,HOF,GERMANY,50,17,19,N,11,51,17,E,597,50.289,11.855
878,EDRK,ZNV,KOBLENZ WINNINGEN,KOBLENZ,GERMANY,50,19,29,N,7,31,51,E,196,50.325,7.531
885,EDRT,ZQF,TRIER FOHREN,TRIER,GERMANY,49,51,48,N,6,47,20,E,203,49.863,6.789
887,EDRY,ZQC,SPEYER,SPEYER,GERMANY,49,18,9,N,8,27,4,E,96,49.302,8.451
896,EDTB,ZCC,BADEN OOS,BADEN-BADEN,GERMANY,48,47,28,N,8,11,13,E,124,48.791,8.187
898,EDTD,ZQL,DONAUESCHINGEN VILLINGEN,DONAUESCHINGEN,GERMANY,47,58,23,N,8,31,20,E,681,47.973,8.522
919,EDVE,BWE,BRAUNSCHWEIG,BRAUNSCHWEIG,GERMANY,52,19,9,N,10,33,22,E,91,52.319,10.556
924,EDVK,KSF,KASSEL CALDEN,KASSEL,GERMANY,51,24,30,N,9,22,39,E,277,51.408,9.378
938,EDWB,BRV,BREMERHAVEN,BREMERHAVEN,GERMANY,53,30,12,N,8,34,24,E,4,53.503,8.573
940,EDWD,LEM,LEMWERDER,LEMWERDER,GERMANY,53,8,35,N,8,37,24,E,7,53.143,8.623
941,EDWE,EME,EMDEN,EMDEN,GERMANY,53,23,28,N,7,13,38,E,1,53.391,7.227
945,EDWI,WVN,WILHELMSHAVEN MARIENSIEL,WILHELMSHAVEN,GERMANY,53,30,17,N,8,3,12,E,5,53.505,8.053
954,EDWR,BMK,BORKUM,BORKUM,GERMANY,53,35,43,N,6,42,33,E,1,53.595,6.709
961,EDWY,NRD,NORDERNEY,NORDERNEY,GERMANY,53,42,24,N,7,13,48,E,2,53.707,7.23
981,EDXW,GWT,WESTERLAND SYLT,WESTERLAND,GERMANY,54,54,47,N,8,20,25,E,16,54.913,8.34
998,EETN,TLL,TALLINN,TALLINN-ULEMISTE INTERNATIONAL,ESTONIA,59,24,47,N,24,49,58,E,41,59.413,24.833
1003,EFET,ENF,ENONTEKIO,ENONTEKIO,FINLAND,68,21,45,N,23,25,27,E,307,68.362,23.424
1006,EFHA,KEV,HALLI,HALLI,FINLAND,61,51,21,N,24,47,11,E,146,61.856,24.786
1007,EFHF,HEM,HELSINKI MALMI,HELSINKI,FINLAND,60,15,16,N,25,2,34,E,18,60.254,25.043
1008,EFHK,HEL,HELSINKI VANTAA,HELSINKI,FINLAND,60,19,12,N,24,57,22,E,55,60.32,24.956
1020,EFIV,IVL,IVALO,IVALO,FINLAND,68,36,26,N,27,24,19,E,147,68.607,27.405
1022,EFJO,JOE,JOENSUU,JOENSUU,FINLAND,62,39,32,N,29,37,28,E,122,62.659,29.624
1025,EFJY,JYV,JYVASKYLA,JYVASKYLA,FINLAND,62,23,58,N,25,40,41,E,140,62.399,25.678
1026,EFKA,KAU,KAUHAVA,KAUHAVA,FINLAND,63,7,37,N,23,3,5,E,47,63.127,23.051
1027,EFKE,KEM,KEMI TORNIO,KEMI,FINLAND,65,46,54,N,24,35,56,E,19,65.782,24.599
1030,EFKI,KAJ,KAJAANI,KAJAANI,FINLAND,64,17,7,N,27,41,32,E,148,64.285,27.692
1032,EFKK,KOK,KRUUNUPYY,KRUUNUPYY,FINLAND,63,43,16,N,23,8,35,E,26,63.721,23.143
1035,EFKS,KAO,KUUSAMO,KUUSAMO,FINLAND,65,59,15,N,29,14,21,E,264,65.987,29.239
1036,EFKT,KTT,KITTILA,KITTILA,FINLAND,67,42,3,N,24,50,48,E,197,67.701,24.847
1037,EFKU,KUO,KUOPIO,KUOPIO,FINLAND,63,0,25,N,27,47,51,E,99,63.007,27.798
1041,EFLP,LPP,LAPPEENRANTA,LAPPEENRANTA,FINLAND,61,2,40,N,28,8,39,E,107,61.044,28.144
1042,EFMA,MHQ,MARIEHAMN,MARIEHAMN,FINLAND,60,7,19,N,19,53,53,E,6,60.122,19.898
1044,EFMI,MIK,MIKKELI,MIKKELI,FINLAND,61,41,11,N,27,12,6,E,101,61.686,27.202
1047,EFOU,OUL,OULU,OULU,FINLAND,64,55,48,N,25,21,16,E,15,64.93,25.354
1051,EFPO,POR,PORI,PORI,FINLAND,61,27,42,N,21,47,59,E,14,61.462,21.8
1057,EFRO,RVN,ROVANIEMI,ROVANIEMI,FINLAND,66,33,53,N,25,49,49,E,197,66.565,25.83
1060,EFSA,SVL,SAVONLINNA,SAVONLINNA,FINLAND,61,56,35,N,28,56,42,E,95,61.943,28.945
1062,EFSO,SOT,SODANKYLA,SODANKYLA,FINLAND,67,23,42,N,26,37,8,E,184,67.395,26.619
1065,EFTP,TMP,TAMPERE PIRKKALA,TAMPERE,FINLAND,61,24,50,N,23,36,15,E,119,61.414,23.604
1067,EFTU,TKU,TURKU,TURKU,FINLAND,60,30,50,N,22,15,46,E,50,60.514,22.263
1068,EFUT,QVY,UTTI,UTTI,FINLAND,60,53,47,N,26,56,18,E,104,60.896,26.938
1069,EFVA,VAA,VAASA,VAASA,FINLAND,63,3,4,N,21,45,41,E,6,63.051,21.761
1071,EFVR,VRK,VARKAUS,VARKAUS,FINLAND,62,10,16,N,27,52,7,E,88,62.171,27.869
1075,EGAA,BFS,ALDERGROVE,BELFAST,NORTH IRELAND,54,39,27,N,6,12,57,W,82,54.657,-6.216
1076,EGAB,ENK,ST ANGELO,ENNISKILLEN,ENGLAND,54,23,56,N,7,39,6,W,48,54.399,-7.652
1077,EGAC,BHD,CITY,BELFAST,NORTH IRELAND,54,37,5,N,5,52,21,W,5,54.618,-5.873
1079,EGAE,LDY,LONDONDERRY EGLINTON,LONDONDERRY,NORTH IRELAND,55,2,34,N,7,9,40,W,7,55.043,-7.161
1081,EGBB,BHX,BIRMINGHAM,BIRMINGHAM,ENGLAND,52,27,13,N,1,44,52,W,100,52.454,-1.748
1083,EGBE,CVT,COVENTRY,COVENTRY,ENGLAND,52,22,11,N,1,28,47,W,86,52.37,-1.48
1085,EGBJ,GLO,GLOUCESTERSHIRE,GOLOUCHESTERSHIRE,ENGLAND,51,53,39,N,2,10,2,W,29,51.894,-2.167
1096,EGCC,MAN,MANCHESTER,MANCHESTER,ENGLAND,53,21,13,N,2,16,29,W,79,53.354,-2.275
1109,EGDG,NQY,ST MAWGAN,NEWQUAI,ENGLAND,50,26,26,N,4,59,43,W,119,50.441,-4.995
1112,EGDL,LYE,LYNEHAM,LYNEHAM,UK,51,30,18,N,1,59,36,W,157,51.505,-1.993
1120,EGDY,YEO,YEOVILTON,YEOVILTON,UK,51,0,33,N,2,38,19,W,23,51.009,-2.639
1123,EGFF,CWL,CARDIFF,CARDIFF,WALES,51,23,48,N,3,20,36,W,68,51.397,-3.343
1124,EGFH,SWS,SWANSEA,SWANSEA,ENGLAND,51,36,19,N,4,4,4,W,92,51.605,-4.068
1125,EGGD,BRS,BRISTOL,BRISTOL,ENGLAND,51,22,57,N,2,43,8,W,190,51.383,-2.719
1128,EGGP,LPL,LIVERPOOL,LIVERPOOL,ENGLAND,53,20,1,N,2,50,59,W,25,53.334,-2.85
1129,EGGW,LTN,LUTON,LONDON,ENGLAND,51,52,28,N,0,22,6,W,161,51.874,-0.368
1132,EGHD,PLH,PLYMOUTH,PLYMOUTH,ENGLAND,50,25,22,N,4,6,21,W,148,50.423,-4.106
1135,EGHH,BOH,BOURNEMOUTH,BOURNEMOUTH,ENGLAND,50,46,48,N,1,50,33,W,12,50.78,-1.843
1136,EGHI,SOU,SOUTHAMPTON,SOUTHAMPTON,ENGLAND,50,57,0,N,1,21,24,W,14,50.95,-1.357
1139,EGHL,QLA,LASHAM,LASHAM,ENGLAND,51,11,6,N,1,1,56,W,189,51.185,-1.032
1146,EGJB,GCI,GUERNSEY,GUERNSEY,GUERNSEY ISLD.,49,26,5,N,2,36,7,W,103,49.435,-2.602
1147,EGJJ,JER,JERSEY,JERSEY,ENGLAND,49,12,28,N,2,11,43,W,84,49.208,-2.195
1149,EGKA,ESH,SHOREHAM,SHOREHAM BY SEA,ENGLAND,50,50,8,N,0,17,50,W,3,50.836,-0.297
1150,EGKB,BQH,BIGGIN HILL,BIGGIN HILL,ENGLAND,51,19,51,N,0,1,57,E,183,51.331,0.033
1153,EGKK,LGW,GATWICK,LONDON,ENGLAND,51,8,53,N,0,11,25,W,60,51.148,-0.19
1158,EGLC,LCY,CITY,LONDON,ENGLAND,51,30,18,N,0,3,15,E,6,51.505,0.054
1160,EGLF,FAB,FARNBOROUGH,FARNBOROUGH,ENGLAND,51,16,33,N,0,46,34,W,73,51.276,-0.776
1163,EGLK,BBS,BLACKBUSHE,BLACKBUSHE,ENGLAND,51,19,26,N,0,50,51,W,100,51.324,-0.848
1164,EGLL,LHR,HEATHROW,LONDON,ENGALND,51,28,39,N,0,27,41,W,25,51.477,-0.461
1168,EGMC,SEN,SOUTHEND,SOUTHEND,ENGLAND,51,34,17,N,0,41,44,E,15,51.571,0.696
1169,EGMD,LYX,LYDD,LYDD,UK,50,57,22,N,0,56,21,E,4,50.956,0.939
1170,EGMH,MSE,MANSTON,MANSTON,ENGLAND,51,20,32,N,1,20,46,E,55,51.342,1.346
1173,EGNC,CAX,CARLISLE,CARLISLE,ENGLAND,54,56,15,N,2,48,33,W,58,54.938,-2.809
1177,EGNH,BLK,BLACKPOOL,BLACKPOOL,ENGLAND,53,46,18,N,3,1,43,W,11,53.772,-3.029
1179,EGNJ,HUY,HUMBERSIDE,HUMBERSIDE,ENGLAND,53,34,28,N,0,21,3,W,37,53.574,-0.351
1180,EGNL,BWF,WALNEY ISLAND,BARROW ISLAND,ENGLAND,54,7,47,N,3,15,22,W,15,54.13,-3.256
1181,EGNM,LBA,LEEDS BRADFORD,LEEDS,ENGLAND,53,51,57,N,1,39,38,W,208,53.866,-1.661
1183,EGNR,CEG,HAWARDEN,HAWARDEN,ENGLAND,53,10,41,N,2,58,40,W,11,53.178,-2.978
1184,EGNS,IOM,ISLE OF MAN,ISLE OF MAN,ENGLAND,54,5,0,N,4,37,26,W,17,54.083,-4.624
1185,EGNT,NCL,NEWCASTLE,NEWCASTLE,ENGLAND,55,2,15,N,1,41,30,W,82,55.038,-1.692
1186,EGNV,MME,TEESSIDE,TEESSIDE,ENGLAND,54,30,33,N,1,25,45,W,37,54.509,-1.429
1188,EGNX,EMA,EAST MIDLANDS,EAST MIDLANDS,ENGLAND,52,49,52,N,1,19,41,W,94,52.831,-1.328
1201,EGPA,KOI,KIRKWALL,KIRKWALL,SCOTLAND,58,57,29,N,2,54,18,W,16,58.958,-2.905
1202,EGPB,LSI,SUMBURGH,SUMBURGH,UK,59,52,44,N,1,17,44,W,7,59.879,-1.296
1203,EGPC,WIC,WICK,WICK,UK,58,27,31,N,3,5,34,W,39,58.459,-3.093
1204,EGPD,ABZ,DYCE,ABERDEEN,UK,57,12,15,N,2,12,1,W,66,57.204,-2.2
1205,EGPE,INV,INVERNESS,INVERNESS,UK,57,32,24,N,4,3,0,W,10,57.54,-4.05
1206,EGPF,GLA,GLASGOW,GLASGOW,UK,55,52,19,N,4,25,59,W,8,55.872,-4.433
1208,EGPH,EDI,EDINBURGH,EDINBURGH,UK,55,57,0,N,3,22,21,W,42,55.95,-3.373
1209,EGPI,ILY,ISLAY,ISLAY,UK,55,40,55,N,6,15,24,W,17,55.682,-6.257
1211,EGPK,PIK,PRESTWICK,PRESTWICK,UK,55,30,28,N,4,35,12,W,20,55.508,-4.587
1212,EGPL,BEB,BENBECULA,BENBECULA,UK,57,28,52,N,7,21,46,W,6,57.481,-7.363
1213,EGPM,SDZ,SCATSTA,SCATSTA,UK,60,25,56,N,1,17,53,W,23,60.432,-1.298
1214,EGPN,DND,DUNDEE,DUNDEE,UK,56,27,9,N,3,1,33,W,6,56.453,-3.026
1215,EGPO,SYY,STORNOWAY,STORNOWAY,UK,58,12,49,N,6,19,44,W,8,58.214,-6.329
1219,EGPU,TRE,TIREE,TIREE,UK,56,29,57,N,6,52,9,W,12,56.499,-6.869
1226,EGQL,ADX,LEUCHARS,LEUCHARS,UK,56,22,22,N,2,52,6,W,12,56.373,-2.868
1231,EGQS,LMO,LOSSIEMOUTH,LOSSIEMOUTH,UK,57,42,18,N,3,20,21,W,13,57.705,-3.339
1239,EGSC,CBG,CAMBRIDGE,CAMBRIDGE,ENGLAND,52,12,18,N,0,10,30,E,16,52.205,0.175
1244,EGSH,NWI,NORWICH,NORWICH,ENGLAND,52,40,33,N,1,16,58,E,36,52.676,1.283
1251,EGSS,STN,STANSTED,LONDON,ENGLAND,51,53,6,N,0,14,6,E,107,51.885,0.235
1261,EGTE,EXT,EXETER,EXETER,ENGLAND,50,44,4,N,3,24,50,W,31,50.734,-3.414
1263,EGTG,FZO,BRISTOL FILTON,BRISTOL,ENGLAND,51,31,10,N,2,35,27,W,69,51.519,-2.591
1264,EGTH,HTF,HATFIELD,HATFIELD,ENGLAND,51,46,0,N,0,15,0,E,24,51.767,0.25
1266,EGTK,OXF,KIDLINGTON,OXFORD,ENGLAND,51,50,13,N,1,19,12,W,83,51.837,-1.32
1279,EGUN,MHZ,MILDENHALL,MILDENHALL,ENGLAND,52,21,39,N,0,29,18,E,11,52.361,0.488
1284,EGVA,FFD,FAIRFORD,FAIRFORD,ENGLAND,51,40,55,N,1,47,24,W,88,51.682,-1.79
1292,EGVN,BZZ,BRIZE NORTON,BRIZE NORTON,ENGLAND,51,44,59,N,1,35,1,W,88,51.75,-1.584
1293,EGVO,ODH,ODIHAM,ODIHAM,UK,51,14,3,N,0,56,34,W,124,51.234,-0.943
1300,EGWU,NHT,NORTHOLT RAF,NORTHOLT,UK,51,33,10,N,0,25,5,W,38,51.553,-0.418
1303,EGXC,QCY,CONINGSBY,CONINGSBY,ENGLAND,53,5,34,N,0,9,57,W,8,53.093,-0.166
1308,EGXH,BEQ,HONINGTON,HONINGTON,ENGLAND,52,20,33,N,0,46,22,E,54,52.343,0.773
1318,EGXW,WTN,WADDINGTON,WADDINGTON,UK,53,9,58,N,0,31,25,W,71,53.166,-0.524
1321,EGYC,CLF,COLTISHALL,COLTISHALL,ENGLAND,52,45,17,N,1,21,26,E,21,52.755,1.357
