,ICAO Code,IATA Code,Airport Name,City/Town,Country,Latitude Degrees,Latitude Minutes,Latitude Seconds,Latitude Direction,Longitude Degrees,Longitude Minutes,Longitude Seconds,Longitude Direction,Altitude,Latitude Decimal Degrees,Longitude Decimal Degrees
7922,SVCU,CUM,ANTONIO JOSE DE SUCRE,CUMANA,VENEZUELA,10,27,1,N,64,7,49,W,5,10.45,-64.13
7928,SVGI,GUI,GUIRIA,GUIRIA,VENEZUELA,10,34,26,N,62,18,45,W,13,10.574,-62.313
7930,SVGU,GUQ,GUANARE,GUANARE,VENEZUELA,9,1,37,N,69,45,18,W,185,9.027,-69.755
7934,SVJC,LSP,JOSEFA CAMEJO,PARAGUANA,VENEZUELA,11,46,51,N,70,9,6,W,23,11.781,-70.152
7938,SVLF,LFR,LA FRIA,LA FRIA,VENEZUELA,8,14,21,N,72,16,15,W,93,8.239,-72.271
7940,SVMC,MAR,LA CHINITA INTERNATIONAL,MARACAIBO,VENEZUELA,10,33,29,N,71,43,40,W,72,10.558,-71.728
7941,SVMD,MRD,ALBERTO CARNEVALLI,MERIDA,VENEZUELA,8,34,55,N,71,9,39,W,1527,8.582,-71.161
7942,SVMG,PMV,DEL CARIBE INTERNATIONAL GEN SANTAGO MARINO,PORLAMAR,VENEZUELA,10,54,45,N,63,57,59,W,23,10.912,-63.966
7943,SVMI,CCS,SIMON BOLIVAR INTERNATIONAL,CARACAS,VENEZUELA,10,36,11,N,66,59,26,W,72,10.603,-66.991
7945,SVMT,MUN,MATURIN,MATURIN,VENEZUELA,9,44,57,N,63,9,8,W,69,9.749,-63.152
7946,SVPA,PYH,CASIQUE ARAMARE,PUERTO AYACUCHO,VENEZUELA,5,37,11,N,67,36,21,W,75,5.62,-67.606
7947,SVPC,PBL,GENERAL BARTOLOME SALOM INTERNATIONAL,PUERTO CABELLO,VENEZUELA,10,28,49,N,68,4,22,W,10,10.48,-68.073
7949,SVPR,PZO,GENERAL MANUEL CARLOS PIAR,GUAYANA,VENEZUELA,8,17,18,N,62,45,37,W,144,8.288,-62.76
7952,SVSA,SVZ,SAN ANTONIO DEL TACHIRA,SAN ANTONIO,VENEZUELA,7,51,8,N,72,26,5,W,400,7.852,-72.435
7956,SVSO,STD,MAYOR BUENAVENTURA VIVAS,SANTO DOMINGO,VENEZUELA,7,33,54,N,72,2,6,W,331,7.565,-72.035
7957,SVSP,SFH,SUB TENIENTE NESTOR ARIAS,SAN FELIPE,VENEZUELA,10,16,43,N,68,45,18,W,232,10.279,-68.755
7958,SVSR,SFD,SAN FERNANDO DE APURE,SAN FERNANDO DE APURE,VENEZUELA,7,52,57,N,67,26,37,W,47,7.883,-67.444
7959,SVST,SOM,SAN TOME,SAN TOME,VENEZUELA,8,56,42,N,64,9,3,W,263,8.945,-64.151
7960,SVSZ,STB,SANTA BARBARA DEL ZULIA,SANTA BARBARA,VENEZUELA,8,58,28,N,71,56,35,W,10,8.974,-71.943
7961,SVTC,TUV,TUCUPITA,TUCUPITA,VENEZUELA,9,5,20,N,62,5,39,W,5,9.089,-62.094
7966,SVVA,VLN,ARTURO MICHELENA INTERNATIONAL,VALENCIA,VENEZUELA,10,9,29,N,67,55,36,W,431,10.158,-67.927
7968,SVVL,VLV,DR ANTONIO NICOLAS BRICENO,VALERA,VENEZUELA,9,20,26,N,70,35,2,W,628,9.341,-70.584
7969,SVVP,VDP,VALLE DE LA PASCUA,VALLE DE LA PASCUA,VENEZUELA,9,13,19,N,65,59,36,W,125,9.222,-65.993
7983,SYKM,KAR,KAMARANG,KAMARANG,GUYANA,5,51,55,N,60,36,51,W,488,5.865,-60.614
7990,SYLT,LTM,LETHEM,LETHEM,GUYANA,3,22,21,N,59,47,21,W,107,3.373,-59.789
8002,TAPA,ANU,V C BIRD INTERNATIONAL,ANTIGUA,LEEWARD ISLANDS,17,8,12,N,61,47,33,W,19,17.137,-61.792
8005,TBPB,BGI,GRANTLEY ADAMS INTERNATIONAL,BRIDGETOWN,BARBADOS,13,4,28,N,59,29,32,W,52,13.074,-59.492
8006,TDCF,DCF,CANEFIELD,CANEFIELD,DOMINICA,15,20,12,N,61,23,31,W,4,15.337,-61.392
8007,TDPD,DOM,MELVILLE HALL,DOMINICA,DOMINICA,15,32,49,N,61,18,0,W,23,15.547,-61.3
8012,TFFF,FDF,LE LAMENTIN,FORT-DE-FRANCE,ANTILLES,14,35,27,N,61,0,11,W,5,14.591,-61.003
8013,TFFG,SFG,GRAND CASE,ST. MARTIN,ANTILLES,18,5,59,N,63,2,49,W,3,18.1,-63.047
8014,TFFJ,SBH,GUSTAVIA/ST.BARTHEL,ST.-BARTHELEMY,ANTILLES,17,54,0,N,62,51,0,W,16,17.9,-62.85
8016,TFFR,PTP,LE RAIZET,POINTE-A-PITRE,ANTILLES,16,15,55,N,61,31,54,W,11,16.265,-61.532
8019,TGPY,GND,POINT SALINES INTERNATIONAL,POINT SALINES,GRENADA,12,0,15,N,61,47,10,W,13,12.004,-61.786
8020,TIST,STT,CYRIL E KING,ST. THOMAS,VIRGIN ISL.,18,20,14,N,64,58,24,W,8,18.337,-64.973
8021,TISX,STX,HENRY E ROHLSEN,ST. CRIOX ISLAND,VIRGIN ISL.,17,42,6,N,64,47,54,W,20,17.702,-64.798
8022,TJBQ,BQN,RAFAEL HERNANDEZ,AGUADILLA,PUERTO RICO,18,29,41,N,67,7,46,W,73,18.495,-67.129
8025,TJFA,FAJ,DIEGO JIMENEZ TORRES,FAJARDO,PUERTO RICO,18,18,32,N,65,39,42,W,20,18.309,-65.662
8027,TJIG,SIG,FERNANDO LUIS RIBAS DOMINICCI,SAN JUAN,PUERTO RICO,18,27,24,N,66,5,53,W,4,18.457,-66.098
8028,TJMZ,MAZ,EUGENIO MARIA DE HOSTOS,MAYAGUEZ,PUERTO RICO,18,15,20,N,67,8,54,W,9,18.256,-67.148
8029,TJNR,NRR,ROOSEVELT ROADS NS,ROOSEVELT ROADS,PUERTO RICO,18,14,42,N,65,38,36,W,12,18.245,-65.643
8030,TJPS,PSE,MERCEDITA,PONCE,PUERTO RICO,18,0,29,N,66,33,46,W,8,18.008,-66.563
8031,TJSJ,SJU,LUIS MUNOZ MARIN INTERNATIONAL,SAN JUAN,PUERTO RICO,18,26,21,N,66,0,6,W,3,18.439,-66.002
8032,TKPK,SKB,ROBERT L BRADSHAW,BASSE TERRE,ST. KITTS & NEVIS,17,18,40,N,62,43,7,W,52,17.311,-62.719
8034,TLPC,SLU,GEORGE F L CHARLES,CASTRIES,ST. LUCIA ISLAND,14,1,12,N,60,59,34,W,7,14.02,-60.993
8035,TLPL,UVF,HEWANORRA INTERNATIONAL,HEWANDORRA,ST. LUCIA ISLAND,13,43,59,N,60,57,9,W,5,13.733,-60.953
8036,TNCA,AUA,REINA BEATRIX INTERNATIONAL,ORANJESTAD,ARUBA,12,30,5,N,70,0,54,W,19,12.501,-70.015
8037,TNCB,BON,FLAMINGO,KRALENDIJK,ANTILLES,12,7,51,N,68,16,6,W,7,12.131,-68.268
8038,TNCC,CUR,HATO,WILLEMSTAD,ANTILLES,12,11,19,N,68,57,35,W,10,12.189,-68.96
8039,TNCE,EUX,F D ROOSEVELT,ORANJESTAD,ANTILLES,17,29,47,N,62,58,45,W,40,17.496,-62.979
8040,TNCM,SXM,PRINCESS JULIANA INTERNATIONAL,PHILIPSBURG,ANTILLES,18,2,27,N,63,6,32,W,4,18.041,-63.109
8042,TQPF,AXA,WALLBLAKE,THE VALLEY,ANGUILLA ISL.,18,12,17,N,63,3,18,W,32,18.205,-63.055
8043,TRPM,MNI,SANTEE COOPER RGNL,PLYMOUTH,MONTSERRAT ISLAND,33,35,13,N,80,12,31,W,32,33.587,-80.209
8044,TTCP,TAB,CROWN POINT,SCARBOROUGH,TRINIDAD & TOBAGO,11,8,58,N,60,49,55,W,11,11.149,-60.832
8045,TTPP,POS,PIARCO,PORT-OF-SPAIN,TRINIDAD & TOBAGO,10,35,43,N,61,20,14,W,18,10.595,-61.337
8047,TUPJ,EIS,TERRANCE B LETTSOME INTERNATIONAL,ROADTOWN/BEEF ISLAND,VIRGIN ISL.,18,26,41,N,64,32,34,W,5,18.445,-64.543
8050,TVSC,CIW,CANOUAN,CANOUAN ISLAND,ST.VINCENT/GRENADINES,12,41,56,N,61,20,32,W,5,12.699,-61.342
8051,TVSM,MQS,MUSTIQUE,MUSTIQUE,ST.VINCENT/GRENADINES,12,53,15,N,61,10,48,W,2,12.887,-61.18
8053,TVSV,SVD,E T JOSHUA,KINGSTOWN,ST.VINCENT/GRENADINES,13,8,39,N,61,12,39,W,21,13.144,-61.211
8054,UAAA,ALA,ALMATY,ALMA-ATA,KAZAKHSTAN,43,21,7,N,77,2,25,E,681,43.352,77.04
8057,UACC,TSE,ASTANA,TSELINOGRAD,RUSSIA,51,1,20,N,71,28,2,E,356,51.022,71.467
8059,UAFM,FRU,MANAS,BISHKEK,RUSSIA,43,3,42,N,74,28,42,E,638,43.062,74.478
8060,UAFO,OSS,OSH,OSH,RUSSIA,40,36,32,N,72,47,35,E,893,40.609,72.793
8063,UAII,CIT,SHYMKENT,CHIMKENT,RUSSIA,42,21,52,N,69,28,45,E,423,42.364,69.479
8064,UAKD,DZH,ZHEZKAZGAN,DZHEZKAZGAN,RUSSIA,47,42,30,N,67,44,0,E,381,47.708,67.733
8066,UARR,URA,URALSK,URALSK,RUSSIA,51,9,6,N,51,32,44,E,39,51.152,51.546
8068,UASS,PLX,SEMIPALATINSK,SEMIPLATINSK,RUSSIA,50,21,4,N,80,14,3,E,232,50.351,80.234
8072,UATT,AKX,AKTYUBINSK,AKTYUBINSK,RUSSIA,50,14,42,N,57,12,12,E,225,50.245,57.203
8074,UAUU,KTQ,KOSTANAY,KUSTANAY,RUSSIA,53,12,23,N,63,33,3,E,182,53.206,63.551
8075,UBBB,BAK,BINA,BAKU,RUSSIA,40,28,3,N,50,2,48,E,4,40.468,50.047
8077,UEEA,ADH,ADA MUNI,ALDAN,RUSSIA,34,48,15,N,96,40,16,W,310,34.804,-96.671
8078,UEEE,YKS,YAKUTSK,YAKUTSK,RUSSIA,62,5,35,N,129,46,14,E,100,62.093,129.771
8090,UGEE,EVN,ZVARTNOTS,YEREVAN,RUSSIA,40,8,54,N,44,23,48,E,866,40.148,44.397
8091,UGGG,TBS,LOCHINI,TBILISI,GEORGIA,41,40,9,N,44,57,17,E,495,41.669,44.955
8094,UGSS,SUI,SUKHUMI DRANDA,SUKHUMI,GEORGIA,42,51,29,N,41,7,41,E,17,42.858,41.128
8096,UHBB,BQS,IGNATYEVO,BLAGOVESCHENSK,RUSSIA,50,25,18,N,127,24,36,E,196,50.422,127.41
8099,UHHH,KHV,NOVY,KHABAROVSK,RUSSIA,48,31,40,N,135,11,18,E,75,48.528,135.188
8102,UHMD,PVS,PROVIDENIYA BAY,PROVIDENIYA BAY,RUSSIA,64,22,48,N,173,14,48,W,22,64.38,-173.247
8107,UHMM,GDX,SOKOL,MAGADAN,RUSSIA,59,54,36,N,150,43,0,E,175,59.91,150.717
8119,UHPP,PKC,YELIZOVO,PETROPAVLOVSK,RUSSIA,53,9,59,N,158,27,10,E,40,53.166,158.453
8123,UHSS,UUS,KHOMUTOVO,YUZHNO-SAKHALINSK,RUSSIA,46,53,19,N,142,43,2,E,18,46.889,142.717
8124,UHWW,VVO,KNEVICHI,VLADIVOSTOK,RUSSIA,43,23,56,N,132,9,5,E,14,43.399,132.151
8125,UIAA,HTA,KADALA,CHITA,RUSSIA,52,1,34,N,113,18,18,E,692,52.026,113.305
8127,UIBB,BTK,BRATSK,BRATSK,RUSSIA,56,22,15,N,101,41,55,E,492,56.371,101.699
8128,UIII,IKT,IRKUTSK,IRKUTSK,RUSSIA,52,16,1,N,104,23,41,E,510,52.267,104.395
8134,UIUU,UUD,MUKHINO,ULAN-UDE,RUSSIA,51,48,24,N,107,26,17,E,516,51.807,107.438
8135,UKBB,KBP,BORYSPIL,KIEV,RUSSIA,50,20,42,N,30,53,42,E,131,50.345,30.895
8136,UKCC,DOK,DONETSK,DONETSK,RUSSIA,48,4,24,N,37,44,24,E,242,48.073,37.74
8137,UKDD,DNK,DNIPROPETROVSK,DNEPROPETROVSK,RUSSIA,48,21,24,N,35,6,6,E,147,48.357,35.102
8138,UKFF,SIP,SIMFEROPOL,SIMFEROPOL,RUSSIA,45,2,19,N,33,58,59,E,195,45.039,33.983
8142,UKKG,KGO,KIROVOGRAD,KIROVOGRAD,RUSSIA,0,0,0,U,0,0,0,U,0,0.0,0.0
8143,UKKK,IEV,ZHULIANY,KIEV,RUSSIA,50,24,6,N,30,27,6,E,179,50.402,30.452
8145,UKLL,LWO,LVIV,LVOV,RUSSIA,49,48,45,N,23,57,22,E,328,49.813,23.956
8147,UKOO,ODS,ODESA,ODESSA,RUSSIA,46,25,37,N,30,40,41,E,53,46.427,30.678
8152,ULLI,LED,PULKOVO,ST. PETERSBURG,RUSSIA,59,48,0,N,30,15,54,E,25,59.8,30.265
8153,ULMM,MMK,MURMANSK,MURMANSK,RUSSIA,68,46,54,N,32,45,2,E,82,68.782,32.751
8160,UMGG,GME,GOMEL,GOMEL,RUSSIA,52,31,37,N,31,1,0,E,144,52.527,31.017
8161,UMII,VTB,VITEBSK,VITEBSK,RUSSIA,55,10,0,N,30,8,0,E,47,55.167,30.133
8162,UMKK,KGD,KHRABROVO,KALININGRAD,RUSSIA,54,53,24,N,20,35,33,E,14,54.89,20.592
8163,UMMM,MHP,MINSK 1,MINSK,RUSSIA,53,51,52,N,27,32,22,E,229,53.864,27.539
8164,UMMS,MSQ,MINSK 2,MINSK 2,RUSSIA,53,52,56,N,28,1,50,E,204,53.882,28.031
8169,UNAA,ABA,ABAKAN,ABAKAN,RUSSIA,53,44,24,N,91,23,6,E,254,53.74,91.385
8170,UNBB,BAX,BARNAUL,BARNAUL,RUSSIA,53,21,50,N,83,32,31,E,256,53.364,83.542
8171,UNEE,KEJ,KEMEROVO,KEMOROVO,RUSSIA,55,16,11,N,86,6,25,E,264,55.27,86.107
8184,UNOO,OMS,TSENTRALNY,OMSK,RUSSIA,54,58,1,N,73,18,36,E,96,54.967,73.31
8189,URKK,KRR,PASHKOVSKY,KRASNODAR,RUSSIA,45,2,6,N,39,10,18,E,36,45.035,39.172
8191,URML,MCX,UYTASH,MAKHACHKALA,RUSSIA,42,49,0,N,47,39,8,E,4,42.817,47.652
8192,URMM,MRV,MINERALNYYE VODY,MINERALNYE VODY,RUSSIA,44,13,30,N,43,4,54,E,321,44.225,43.082
8193,URMT,STW,SHPAKOVSKOYE,STAVROPOL,RUSSIA,45,6,33,N,42,6,46,E,453,45.109,42.113
8195,URRR,ROV,ROSTOV NA DONU,ROSTOV,RUSSIA,47,15,29,N,39,49,4,E,86,47.258,39.818
8196,URSS,AER,SOCHI,SOCHI,RUSSIA,43,26,45,N,39,56,51,E,28,43.446,39.947
8197,URWA,ASF,ASTRAKHAN,ASTRAKHAN,RUSSIA,46,17,0,N,48,0,22,E,-19,46.283,48.006
8198,URWW,VOG,GUMRAK,VOLGOGRAD,RUSSIA,48,46,56,N,44,20,41,E,147,48.782,44.345
8199,USCC,CEK,BALANDINO,CHELYABINSK,RUSSIA,55,18,12,N,61,30,24,E,235,55.303,61.507
8200,USCM,MQF,MAGNITOGORSK,MAGNETIOGORSK,RUSSIA,53,23,36,N,58,45,36,E,436,53.393,58.76
8212,USNN,NJC,NIZHNEVARTOVSK,NIZHNEVARTOVSK,RUSSIA,60,57,0,N,76,28,0,E,0,60.95,76.467
8213,USPP,PEE,BOLSHOYE SAVINO,PERM,RUSSIA,57,55,0,N,56,1,32,E,124,57.917,56.026
8214,USRR,SGC,SURGUT,SURGUT,RUSSIA,61,15,0,N,73,30,0,E,61,61.25,73.5
8216,USSS,SVX,KOLTSOVO,SVERDLOVSK,RUSSIA,56,44,29,N,60,48,13,E,233,56.741,60.804
8217,USTO,TOX,CABOOL MEM,TOBOLSK,RUSSIA,37,7,56,N,92,5,2,W,372,37.132,-92.084
8219,USUU,KRO,KURGAN,KURGAN,RUSSIA,55,28,30,N,65,24,53,E,77,55.475,65.415
8220,UTAA,ASB,ASHGABAT,ASHKHABAD,RUSSIA,37,59,30,N,58,21,48,E,211,37.992,58.363
8221,UTAK,KRW,TURKMENBASHI AIRPORT,KRASNOVODSK,RUSSIA,40,2,0,N,52,59,0,E,0,40.033,52.983
8223,UTDD,DYU,DUSHANBE,DUSHANBE,RUSSIA,38,32,36,N,68,49,30,E,785,38.543,68.825
8227,UTNN,NCU,NUKUS,NUKUS,RUSSIA,42,29,11,N,59,37,21,E,49,42.486,59.623
8228,UTSB,BHK,BUKHARA,BUKHARA,RUSSIA,39,46,30,N,64,28,48,E,229,39.775,64.48
8230,UTSS,SKD,SAMARKAND,SAMARKAND,RUSSIA,39,42,2,N,66,59,5,E,678,39.701,66.985
8232,UTTT,TAS,YUZHNY,TASHKENT,UZBEKISTAN,41,15,26,N,69,16,54,E,431,41.257,69.282
8233,UUBP,BZK,BRYANSK,BRYANSK,RUSSIA,53,12,51,N,34,10,35,E,203,53.214,34.176
8234,UUEE,SVO,SHEREMETYEVO,MOSCOW,RUSSIA,55,58,18,N,37,24,54,E,193,55.972,37.415
8235,UUEM,KLD,MIGALOVO,TVER,RUSSIA,56,49,29,N,35,45,27,E,143,56.825,35.758
8236,UUOO,VOZ,CHERTOVITSKOYE,VORONEZH,RUSSIA,51,48,51,N,39,13,47,E,157,51.814,39.23
8237,UUWW,VKO,VNUKOVO,MOSCOW,RUSSIA,55,35,29,N,37,15,41,E,210,55.591,37.261
8242,UUYY,SCW,SYKTYVKAR,SYKTYVKAR,RUSSIA,61,38,51,N,50,50,44,E,105,61.648,50.846
8243,UWKD,KZN,KAZAN,KAZAN,RUSSIA,55,36,28,N,49,16,38,E,127,55.608,49.277
8244,UWOO,REN,ORENBURG,ORENBURG,RUSSIA,51,47,44,N,55,27,24,E,118,51.796,55.457
8245,UWPP,PEZ,PLEASANTON MUNI,PENZA,RUSSIA,28,57,15,N,98,31,11,W,132,28.954,-98.52
8246,UWUU,UFA,UFA,UFA,RUSSIA,54,33,27,N,55,52,27,E,137,54.557,55.874
8247,UWWW,KBY,KURUMOCH,SAMARA,RUSSIA,53,30,19,N,50,9,52,E,146,53.505,50.164
8248,VAAH,AMD,AHMEDABAD,AHMEDABAD,INDIA,23,4,29,N,72,37,54,E,58,23.075,72.632
8249,VAAK,AKD,AKOLA,AKOLA,INDIA,20,41,56,N,77,3,23,E,305,20.699,77.056
8250,VAAU,IXU,AURANGABAD,AURANGABAD,INDIA,19,51,47,N,75,23,53,E,583,19.863,75.398
8251,VABB,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19,5,19,N,72,52,4,E,12,19.089,72.868
8252,VABI,PAB,BILASPUR,BILASPUR,INDIA,21,59,19,N,82,6,40,E,275,21.989,82.111
8253,VABJ,BHJ,BHUJ,BHUJ,INDIA,23,17,16,N,69,40,12,E,82,23.288,69.67
8254,VABM,IXG,BELGAUM,BELGAUM,INDIA,15,51,33,N,74,37,5,E,759,15.859,74.618
8255,VABO,BDQ,VADODARA,BARODA,INDIA,22,20,10,N,73,13,34,E,39,22.336,73.226
8256,VABP,BHO,BHOPAL,BHOPAL,INDIA,23,17,6,N,77,20,14,E,524,23.285,77.337
8257,VABV,BHU,BHAVNAGAR,BHAUNAGAR,INDIA,21,45,7,N,72,11,6,E,12,21.752,72.185
8258,VADN,NMB,DAMAN,DAMAN,INDIA,20,26,6,N,72,50,37,E,11,20.435,72.844
8262,VAGO,GOI,GOA,GOA,INDIA,15,22,50,N,73,49,59,E,57,15.381,73.833
8263,VAID,IDR,DEVI AHILYABAI HOLKAR,INDORE,INDIA,22,43,18,N,75,48,3,E,564,22.722,75.801
8264,VAJB,JLR,JABALPUR,JABALPUR,INDIA,23,10,40,N,80,3,7,E,495,23.178,80.052
8266,VAJM,JGA,JAMNAGAR,JAMNAGAR,INDIA,22,27,59,N,70,0,41,E,22,22.466,70.011
8268,VAKE,IXY,KANDLA,KANDLA,INDIA,23,6,45,N,70,6,1,E,29,23.113,70.1
8269,VAKJ,HJR,KHAJURAHO,KHAJURAHO,INDIA,24,49,10,N,79,55,9,E,218,24.819,79.919
8270,VAKP,KLH,KOLHAPUR,KOLHAPUR,INDIA,16,39,50,N,74,17,17,E,608,16.664,74.288
8271,VAKS,IXK,KESHOD,KESHOD,INDIA,21,19,0,N,70,16,12,E,50,21.317,70.27
8274,VANP,NAG,NAGPUR,NAGPUR,INDIA,21,5,31,N,79,2,49,E,309,21.092,79.047
8275,VANR,ISK,NASIK ROAD,NASIK ROAD,INDIA,19,57,45,N,73,48,25,E,598,19.962,73.807
8277,VAPO,PNQ,PUNE,PUNE,INDIA,18,34,55,N,73,55,10,E,592,18.582,73.919
8278,VAPR,PBD,PORBANDAR,PORBANDAR,INDIA,21,38,58,N,69,39,23,E,6,21.649,69.656
8279,VARK,RAJ,RAJKOT,RAJKOT,INDIA,22,18,33,N,70,46,46,E,135,22.309,70.779
8280,VARP,RPR,RAIPUR,RAIPUR,INDIA,21,10,49,N,81,44,19,E,318,21.18,81.739
8283,VASL,SSE,SHOLAPUR,SHOLAPUR,INDIA,17,37,40,N,75,56,5,E,481,17.628,75.935
8284,VASU,STV,SURAT,SURAT,INDIA,21,6,54,N,72,44,34,E,16,21.115,72.743
8285,VAUD,UDR,UDAIPUR,UDAIPUR,INDIA,24,37,3,N,73,54,46,E,510,24.617,73.913
8287,VCBI,CMB,BANDARANAIKE INTERNATIONAL,COLOMBO,SRI LANKA,7,10,52,N,79,53,1,E,9,7.181,79.884
8290,VCCC,RML,COLOMBO RATMALANA,COLOMBO,SRI LANKA,6,49,19,N,79,53,10,E,7,6.822,79.886
8291,VCCG,GOY,AMPARAI,GALOYA,SRI LANKA,7,20,15,N,81,37,32,E,46,7.337,81.626
8292,VCCJ,JAF,KANKESANTURAI,JAFFNA,SRI LANKA,9,47,32,N,80,4,12,E,11,9.792,80.07
8293,VCCT,TRR,CHINA BAY,TRINCIOMALEE,SRI LANKA,8,32,20,N,81,10,53,E,2,8.539,81.181
8299,VDPP,PNH,POCHENTONG INTERNATIONAL,PHNOM-PENH,CAMBODIA,11,32,47,N,104,50,38,E,13,11.546,104.844
8301,VDSR,REP,SIEM REAP,SIEM-REAP,CAMBODIA,13,24,38,N,103,48,46,E,19,13.411,103.813
8305,VEAT,IXA,AGARTALA,AGARTALA,INDIA,23,53,20,N,91,14,27,E,15,23.889,91.241
8306,VEAZ,AJL,AIZAWL,AIZWAL,INDIA,23,44,46,N,92,48,11,E,306,23.746,92.803
8309,VEBD,IXB,BAGDOGRA,BAGHDOGRA,INDIA,26,40,53,N,88,19,41,E,126,26.681,88.328
8310,VEBG,RGH,BALURGHAT,BALURGHAT,INDIA,25,15,39,N,88,47,44,E,25,25.261,88.796
8313,VEBS,BBI,BHUBANESHWAR,BHUBANESWAR,INDIA,20,14,39,N,85,49,4,E,40,20.244,85.818
8314,VECC,CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22,39,17,N,88,26,48,E,7,22.655,88.447
8316,VECO,COH,COOCH BEHAR,COOCH-BEHAR,INDIA,26,19,49,N,89,28,1,E,43,26.33,89.467
8318,VEDB,DBO,DHANBAD,DHANBAD,INDIA,23,50,2,N,86,25,30,E,259,23.834,86.425
8320,VEGK,YOP,GORAKHPUR,GORAKHPUR,INDIA,26,44,22,N,83,26,58,E,79,26.739,83.449
8322,VEGY,GAY,GAYA,GAYA,INDIA,24,44,53,N,84,56,33,E,115,24.748,84.943
8324,VEIM,IMF,IMPHAL,IMPHAL,INDIA,24,45,35,N,93,53,49,E,775,24.76,93.897
8327,VEJS,IXW,JAMSHEDPUR,JAMSHEDPUR,INDIA,22,48,43,N,86,10,3,E,145,22.812,86.168
8328,VEJT,JRH,JORHAT,JORHAT,INDIA,26,43,50,N,94,10,32,E,87,26.731,94.176
8333,VEKR,IXH,KAILASHAHAR,KAILASHAHAR,INDIA,24,18,30,N,92,0,27,E,25,24.308,92.007
8334,VEKU,IXS,SILCHAR,SILCHAR,INDIA,24,54,46,N,92,58,43,E,108,24.913,92.979
8336,VELR,IXI,LILABARI,LILABARI,INDIA,27,17,26,N,94,5,48,E,101,27.291,94.097
8338,VEMN,MOH,DIBRUGARH,MOHANBARI,INDIA,27,29,0,N,95,1,3,E,111,27.483,95.017
8341,VEPG,IXT,PASIGHAT,PASIGHAT,INDIA,28,3,58,N,95,20,8,E,157,28.066,95.336
8345,VEPT,PAT,PATNA,PATINA,INDIA,25,35,26,N,85,5,16,E,52,25.591,85.088
8348,VERC,IXR,BIRSA MUNDA,RANCHI,INDIA,23,18,53,N,85,19,17,E,655,23.315,85.321
8350,VERK,RRK,ROURKELA,ROURKELA,INDIA,22,15,23,N,84,48,52,E,201,22.256,84.814
8358,VEVZ,VTZ,VISHAKHAPATNAM,VISHAKHAPATNAM,INDIA,0,0,0,U,0,0,0,U,0,0.0,0.0
8360,VGCB,CXB,COXS BAZAR,COX'S BAZAR,BANGLADESH,21,27,7,N,91,57,51,E,4,21.452,91.964
8362,VGEG,CGP,SHAH AMANAT INTERNATIONAL,CHITTAGONG,BANGLADESH,22,14,58,N,91,48,47,E,4,22.249,91.813
8363,VGIS,IRD,ISHURDI,ISHURDI,BANGLADESH,24,9,9,N,89,2,58,E,14,24.152,89.049
8364,VGJR,JSR,JESSORE,JESSORE,BANGLADESH,23,11,1,N,89,9,39,E,7,23.184,89.161
8366,VGRJ,RJH,RAJSHAHI,RAJSHAHI,BANGLADESH,24,26,13,N,88,36,59,E,17,24.437,88.616
8367,VGSD,SPD,SAIDPUR,SAIDPUR,BANGLADESH,25,45,33,N,88,54,31,E,39,25.759,88.909
8370,VGSY,ZYL,OSMANY INTERNATIONAL,SYLHET OSMANI,BANGLADESH,24,57,46,N,91,52,2,E,16,24.963,91.867
8372,VGZR,DAC,ZIA INTERNATIONAL,DHAKA,BANGLADESH,23,50,36,N,90,23,52,E,9,23.843,90.398
8374,VHHH,HKG,HONG KONG INTERNATIONAL,HONG KONG,HONG KONG,22,18,32,N,113,54,52,E,9,22.309,113.914
8377,VIAG,AGR,AGRA,AGRA,INDIA,27,9,20,N,77,57,39,E,168,27.156,77.961
8379,VIAL,IXD,ALLAHABAD,ALLAHABAD,INDIA,25,26,20,N,81,44,3,E,99,25.439,81.734
8380,VIAR,ATQ,AMRITSAR,AMRITSAR,INDIA,31,42,27,N,74,47,57,E,231,31.707,74.799
8384,VIBN,VNS,VARANASI,VARANASI,INDIA,25,27,7,N,82,51,32,E,81,25.452,82.859
8385,VIBR,KUU,KULLU MANALI,KULU,INDIA,31,52,54,N,77,11,4,E,1085,31.882,77.184
8389,VICG,IXC,CHANDIGARH,CHANDIGARH,INDIA,30,40,24,N,76,47,18,E,309,30.673,76.788
8392,VIDN,DED,DEHRADUN,DEHRA DUN,INDIA,30,11,14,N,78,10,48,E,551,30.187,78.18
8393,VIDP,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28,33,59,N,77,6,11,E,237,28.566,77.103
8399,VIGR,GWL,GWALIOR,GWALIOR,INDIA,26,17,38,N,78,13,39,E,189,26.294,78.228
8402,VIJO,JOH,JODHPUR,JODHPUR,INDIA,26,15,5,N,73,2,53,E,219,26.251,73.048
8403,VIJP,JAI,JAIPUR,JAIPUR,INDIA,26,49,26,N,75,48,35,E,385,26.824,75.81
8404,VIJR,JSA,JAISALMER,JAISALMER,INDIA,26,53,21,N,70,51,52,E,271,26.889,70.864
8405,VIJU,IXJ,JAMMU,JAMMU,INDIA,32,41,23,N,74,50,17,E,314,32.69,74.838
