,IATA Code,Airport Name,Latitude Decimal Degrees,Longitude Decimal Degrees,City
1248,PNS,PENSACOLA RGNL,30.473,-87.187,pensacola
1249,POB,POPE AFB,35.171,-79.014,fayetteville
1250,POE,POLK AAF,31.045,-93.191,fort polk
1251,PQI,NORTHERN MAINE RGNL AT PRESQUE ISLE,46.689,-68.045,presque isle
1252,PRC,ERNEST A LOVE FLD,34.654,-112.419,prescott
1253,PSP,PALM SPRINGS INTERNATIONAL,33.829,-116.507,palm springs
1254,PSX,PALACIOS MUNI,28.727,-96.251,palacios
1255,PUB,PUEBLO MEM,38.289,-104.496,pueblo memorial
1256,PVD,THEODORE FRANCIS GREEN STATE,41.724,-71.428,providence
1257,PWM,PORTLAND INTERNATIONAL JETPORT,43.646,-70.309,portland
1258,RAL,RIVERSIDE MUNI,33.952,-117.445,riverside
1259,RBM,ROBINSON AAF,34.85,-92.3,robinson
1260,RCA,ELLSWORTH AFB,44.145,-103.103,rapid city
1261,RDR,GRAND FORKS AFB,47.961,-97.401,red river
1262,RDU,RALEIGH DURHAM INTERNATIONAL,35.877,-78.787,raleigh-durham
1263,RIC,RICHMOND INTERNATIONAL,37.505,-77.319,richmond
1264,RIU,RANCHO MURIETA,38.489,-121.102,rancho murieta
1265,RIV,MARCH ARB,33.881,-117.259,riverside
1266,RME,GRIFFISS AIRPARK,43.234,-75.407,rome
1267,RND,RANDOLPH AFB,29.529,-98.279,san antonio
1268,RNO,RENO TAHOE INTERNATIONAL,39.498,-119.768,reno
1269,ROC,GREATER ROCHESTER INTERNATIONAL,43.119,-77.672,rochester
1270,ROW,ROSWELL INDUSTRIAL AIR CENTER,33.301,-104.531,roswell
1271,RSW,SOUTHWEST FLORIDA INTERNATIONAL,26.536,-81.755,fort myers
1272,SAC,SACRAMENTO EXECUTIVE,38.513,-121.493,sacramento
1273,SAF,SANTA FE MUNI,35.617,-106.088,santa fe
1274,SAN,SAN DIEGO INTERNATIONAL LINDBERGH FLD,32.733,-117.189,san diego
1275,SAT,SAN ANTONIO INTERNATIONAL,29.534,-98.47,san antonio
1276,SAV,SAVANNAH HILTON HEAD INTERNATIONAL,32.127,-81.202,savannah
1277,SBO,EMANUEL CO,32.608,-82.369,santa barbara
1278,SBY,SALISBURY OCEAN CITY WICOMICO RGNL,38.34,-75.51,salisbury
1279,SCK,STOCKTON METROPOLITAN,37.894,-121.239,stockton
1280,SEA,SEATTLE TACOMA INTERNATIONAL,47.449,-122.309,seattle
1281,SEM,CRAIG FLD,32.344,-86.988,selma
1282,SFF,FELTS FLD,47.683,-117.322,spokane
1283,SFO,SAN FRANCISCO INTERNATIONAL,37.619,-122.375,san francisco
1284,SFZ,NORTH CENTRAL STATE,41.921,-71.491,smithfield
1285,SHV,SHREVEPORT RGNL,32.446,-93.826,shreveport
1286,SJC,NORMAN Y MINETA SAN JOSE INTERNATIONAL,37.362,-121.929,san jose
1287,SJT,SAN ANGELO RGNL MATHIS FLD,31.358,-100.496,san angelo
1288,SKA,FAIRCHILD AFB,47.615,-117.656,spokane
1289,SKF,LACKLAND AFB KELLY FLD ANNEX,29.384,-98.581,san antonio
1290,SKY,GRIFFING SANDUSKY,41.433,-82.652,sandusky
1291,SLC,SALT LAKE CITY INTERNATIONAL,40.788,-111.978,salt lake city
1292,SMF,SACRAMENTO INTERNATIONAL,38.695,-121.591,sacramento
1293,SNA,JOHN WAYNE ARPT ORANGE CO,33.676,-117.868,santa ana
1294,SPB,SCAPPOOSE INDUSTRIAL AIRPARK,45.773,-122.862,san luis
1295,SPG,ALBERT WHITTED,27.765,-82.627,st. petersburg
1296,SPS,SHEPPARD AFB WICHITA FALLS MUNI,33.989,-98.492,wichita falls
1297,SSC,SHAW AFB,33.973,-80.473,sumter
1298,STL,LAMBERT ST LOUIS INTERNATIONAL,38.748,-90.36,st. louis
1299,SUU,TRAVIS AFB,38.263,-121.927,fairfield
1300,SUX,SIOUX GATEWAY COL BUD DAY FLD,42.402,-96.384,sioux city
1301,SVN,HUNTER AAF,32.01,-81.146,hunter aaf
1302,SWF,STEWART INTERNATIONAL,41.504,-74.105,newburgh
1303,SYR,SYRACUSE HANCOCK INTERNATIONAL,43.111,-76.106,syracuse
1304,SZL,WHITEMAN AFB,38.73,-93.548,knobnoster
1305,TBN,WAYNESVILLE RGNL ARPT AT FORNEY FLD,37.741,-92.141,fort leonardwood
1306,TCC,TUCUMCARI MUNI,35.183,-103.603,tucumcari
1307,TCM,MC CHORD AFB,47.138,-122.476,tacoma
1308,TCS,TRUTH OR CONSEQUENCES MUNI,33.237,-107.272,truth or consequences
1309,TEB,TETERBORO,40.85,-74.061,teterboro
1310,TIK,TINKER AFB,35.415,-97.386,oklahoma city
1311,TLH,TALLAHASSEE RGNL,30.396,-84.35,tallahassee
1312,TMB,KENDALL TAMIAMI EXECUTIVE,25.648,-80.433,kendall-tamiami
1313,TNT,DADE COLLIER TRAINING AND TRANSITION,25.862,-80.897,miami
1314,TPA,TAMPA INTERNATIONAL,27.975,-82.533,tampa
1315,TTN,TRENTON MERCER,40.277,-74.813,trenton
1316,TUL,TULSA INTERNATIONAL,36.198,-95.888,tulsa
1317,TUS,TUCSON INTERNATIONAL,32.116,-110.941,tucson
1318,TXK,TEXARKANA RGNL WEBB FLD,33.454,-93.991,texarkana
1319,TYR,TYLER POUNDS RGNL,32.354,-95.402,tyler
1320,TYS,MC GHEE TYSON,35.812,-83.993,knoxville
1321,UGN,WAUKEGAN RGNL,42.422,-87.868,chicago
1322,VAD,MOODY AFB,30.968,-83.193,valdosta
1323,VBG,VANDENBERG AFB,34.729,-120.577,lompoc
1324,VCV,SOUTHERN CALIFORNIA LOGISTICS,34.593,-117.379,victorville
1325,VPS,EGLIN AFB,30.483,-86.525,valparaiso
1326,VRB,VERO BEACH MUNI,27.656,-80.418,vero beach
1327,WAL,WALLOPS FLIGHT FACILITY,37.94,-75.466,wallops island
1328,WRB,ROBINS AFB,32.64,-83.592,macon
1329,WRI,MC GUIRE AFB,40.016,-74.594,wrightstown
1330,WSD,CONDRON AAF,32.341,-106.403,white sands
1331,WWD,CAPE MAY CO,39.008,-74.908,wildwood
1332,YIP,WILLOW RUN,42.238,-83.53,detroit
1333,YNG,YOUNGSTOWN WARREN RGNL,41.261,-80.679,youngstown
1334,YUM,YUMA MCAS YUMA INTERNATIONAL,32.656,-114.606,yuma
1335,ZUN,BLACK ROCK,35.083,-108.792,zuni pueblo
1336,TIA,TIRANA RINAS,41.415,19.721,tirana
1337,BOJ,BURGAS,42.569,27.514,bourgas
1338,GOZ,GORNA ORYAHOVITSA,43.151,25.713,gorna orechovica
1339,PDV,PLOVDIV,42.068,24.851,plovdiv
1340,SOF,SOFIA,42.695,23.406,sofia
1341,VAR,VARNA,43.232,27.825,varna
1342,LCA,LARNACA,34.875,33.625,larnaca
1343,PFO,PAPHOS INTERNATIONAL,34.718,32.486,paphos
1344,AKT,AKROTIRI,34.59,32.988,akrotiri
1345,DBV,DUBROVNIK,42.561,18.268,dubrovnik
1346,OSI,OSIJEK,45.463,18.811,osijek
1347,PUY,PULA,44.893,13.922,pula
1348,RJK,RIJEKA,45.217,14.57,rijeka
1349,SPU,SPLIT,43.539,16.298,split
1350,ZAG,ZAGREB,45.743,16.069,zagreb
1351,ZAD,ZADAR,44.108,15.347,zadar
1352,ALC,ALICANTE,38.282,-0.558,alicante
1353,LEI,ALMERIA,36.844,-2.37,almeria
1354,OVD,ASTURIAS,43.563,-6.034,aviles
1355,ODB,CORDOBA,37.842,-4.849,cordoba
1356,BIO,BILBAO,43.301,-2.911,bilbao
1357,BCN,BARCELONA,41.297,2.078,barcelona
1358,BJZ,TALAVERA LA REAL,38.891,-6.821,badajoz
1359,LCG,A CORUNA,43.302,-8.377,la coruna
1360,GRX,ARMILLA,37.133,-3.636,granada
1361,GRO,GIRONA,41.901,2.76,gerona
1362,GRX,GRANADA,37.189,-3.777,granada
1363,IBZ,IBIZA,38.873,1.373,ibiza
1364,XRY,JEREZ,36.744,-6.06,jerez
1365,MJV,MURCIA SAN JAVIER,37.775,-0.812,murcia
1366,MAD,BARAJAS,40.472,-3.561,madrid
1367,AGP,MALAGA,36.674,-4.499,malaga
1368,MAH,MENORCA,39.863,4.219,menorca
1369,OZP,MORON AB,37.175,-5.616,sevilla
1370,PMI,PALMA DE MALLORCA,39.55,2.733,palma de mallorca
1371,PNA,PAMPLONA,42.77,-1.646,pamplona
1372,REU,REUS,41.147,1.167,reus
1373,SLM,SALAMANCA,40.952,-5.502,salamanca
1374,EAS,SAN SEBASTIAN,43.356,-1.791,san sebastian
1375,SCQ,SANTIAGO,42.896,-8.415,santiago
1376,LEU,SEO DE URGEL,42.339,1.409,seo de urgel
1377,TOJ,TORREJON,40.487,-3.458,madrid
1378,VLC,VALENCIA,39.489,-0.481,valencia
1379,VLL,VALLADOLID,41.706,-4.852,valladolid
1380,VIT,VITORIA,42.883,-2.724,vitoria
1381,VGO,VIGO,42.232,-8.627,vigo
1382,SDR,SANTANDER,43.427,-3.82,santander
1383,ZAZ,ZARAGOZA AB,41.666,-1.041,zaragoza
1384,SVQ,SEVILLA,37.418,-5.893,sevilla
1385,CQF,CALAIS DUNKERQUE,50.962,1.955,calais
1386,LTQ,LE TOUQUET PARIS PLAGE,50.515,1.627,le tourquet
1387,AGF,LA GARENNE,44.175,0.591,agen
1388,BOD,MERIGNAC,44.828,-0.716,bordeaux
1389,EGC,ROUMANIERE,44.825,0.519,bergerac
1390,CNG,CHATEAUBERNARD,45.658,-0.318,cognac
1391,PIS,BIARD,46.588,0.307,poitiers
1392,MCU,MONTLUCON GUERET,46.224,2.363,montlucon-gueret
1393,LIG,BELLEGARDE,45.863,1.179,limoges
1394,NIT,SOUCHE,46.311,-0.401,niort
1395,TLS,BLAGNAC,43.629,1.364,toulouse
1396,PUF,PAU PYRENEES,43.38,-0.419,pau
1397,LRH,LHERM,43.449,1.263,la rochelle
1398,LDE,LOURDES,43.179,-0.006,tarbes
1399,ANG,BRIE CHAMPNIERS,45.729,0.221,angouleme
1400,BVE,LA ROCHE,45.151,1.469,brive
1401,PGX,BASSILLAC,45.198,0.816,perigueux
1402,BIQ,ANGLET,43.468,-1.523,biarritz-bayonne
1403,XAC,LA TESTE DE BUCH,44.596,-1.111,arcachon
1404,LBI,LE SEQUESTRE,43.914,2.113,albi
1405,DCM,MAZAMET,43.556,2.289,castres
1406,RDZ,MARCILLAC,44.408,2.482,rodez
1407,RYN,MEDIS,45.628,-0.973,royan
1408,RCO,ST AGNANT,45.888,-0.983,rochefort
1409,CMR,HOUSSEN,48.11,7.359,colmar
1410,DLE,TAVAUX,47.039,5.427,dole
1411,OBS,VALS LANAS,44.544,4.372,aubenas-vals-lanas
1412,LPY,LOUDES,45.079,3.765,le puy
1413,XBK,CEYZERIAT,46.201,5.292,bourg
1414,XVF,TARARE,45.916,4.641,vilefrance
1415,XMU,MONTBEUGNY,46.534,3.424,moulins
1416,ETZ,METZ NANCY LORRAINE,48.982,6.254,metz
1417,BIA,PORETTA,42.554,9.483,bastia
1418,CLY,SAINT CATHERINE,42.531,8.793,calvi
1419,FSC,SUD CORSE,41.501,9.098,figari
1420,AJA,CAMPO DELL ORO,41.924,8.803,ajaccio
1421,SOZ,SOLENZARA,41.924,9.406,solenzara
1422,AUF,BRANCHES,47.85,3.497,auxerre
1423,CMF,AIX LES BAINS,45.638,5.88,chambery
1424,CFE,AUVERGNE,45.786,3.169,clermont ferrand
1425,BOU,BOURGES,47.058,2.37,bourges
1426,XCD,CHAMPFORGEUIL,46.826,4.817,chalon
1427,QNJ,ANNEMASSE,46.192,6.268,annemasse
1428,LYS,SAINT EXUPERY,45.726,5.091,lyon
1429,QNX,CHARNAY,46.295,4.796,macon
1430,RNE,RENAISON,46.058,4.001,roanne
1431,NCY,MEYTHET,45.929,6.099,annecy
1432,GNB,SAINT GEOIRS,45.363,5.329,grenoble
1433,MCU,DOMERAT,46.352,2.57,montlucon
1434,VAF,CHABEUIL,44.921,4.97,valence
1435,VHY,CHARMEIL,46.169,3.404,vichy
1436,AUR,AURILLAC,44.891,2.422,aurillac
1437,CHR,DEOLS,46.862,1.731,chateauroux
1438,LYN,BRON,45.728,4.945,lyon
1439,QXB,AIX LES MILLES,43.505,5.368,aix-les-milles
1440,CEQ,MANDELIEU,43.542,6.953,cannes
1441,EBU,BOUTHEON,45.54,4.296,st.-etienne
1442,CCF,SALVAZA,43.216,2.306,carcassonne
1443,MRS,PROVENCE,43.436,5.214,marseille
1444,NCE,COTE D AZUR,43.661,7.218,nice
1445,PGF,RIVESALTES,42.74,2.871,perpignan
1446,CTT,LE CASTELLET,43.252,5.785,le castellet
1447,MPL,MEDITERRANEE,43.576,3.963,montpellier
1448,BZR,VIAS,43.324,3.356,beziers
1449,AVN,CAUMONT,43.907,4.902,avignon
1450,MEN,BRENOUX,44.502,3.533,mende
1451,BVA,TILLE,49.454,2.113,beauvais
1452,LEH,OCTEVILLE,49.534,0.088,le havre
1453,ORE,BRICY,47.988,1.761,orleans
1454,URO,VALLEE DE SEINE,49.384,1.175,rouen
1455,TUF,VAL DE LOIRE,47.432,0.728,tours
1456,CET,LE PONTREAU,47.082,-0.877,cholet
1457,LVA,ENTRAMMES,48.031,-0.743,laval
1458,LBG,LE BOURGET,48.969,2.441,paris
1459,CSF,CREIL,49.253,2.519,creil
1460,CDG,CHARLES DE GAULLE,49.013,2.55,paris
1461,TNF,TOUSSUS LE NOBLE,48.752,2.106,toussous-le-noble
1462,ORY,ORLY,48.725,2.359,paris
1463,POX,CORMEILLES EN VEXIN,49.096,2.041,pontoise
1464,QYR,BARBEREY,48.323,4.018,troyes
1465,NVS,FOURCHAMBAULT,47.001,3.114,nevers
1466,LIL,LESQUIN,50.562,3.089,lille
1467,BES,GUIPAVAS,48.448,-4.418,brest
1468,CER,MAUPERTUS,49.65,-1.47,cherbourg
1469,DNR,PLEURTUIT,48.588,-2.08,dinard
1470,DOL,ST GATIEN,49.365,0.154,deauville
1471,LRT,LANN BIHOUE,47.761,-3.44,lorient
1472,EDM,LES AJONCS,46.702,-1.379,la roche-sur-yon
1473,CFR,CARPIQUET,49.173,-0.45,caen
1474,LME,ARNAGE,47.949,0.202,le mans
1475,RNS,ST JACQUES,48.069,-1.735,rennes
1476,LAI,LANNION,48.754,-3.471,lannion
1477,UIP,PLUGUFFAN,47.975,-4.168,quimper
1478,NTE,NANTES ATLANTIQUE,47.153,-1.611,nantes
1479,SBK,ARMOR,48.538,-2.854,st.-brieuc armor
1480,MXN,PLOUJEAN,48.603,-3.816,morlaix
1481,VNE,MEUCON,47.723,-2.718,vannes
1482,SNR,MONTOIR,47.312,-2.149,st.-nazaire
1483,MLH,BALE MULHOUSE,47.589,7.53,mulhouse
1484,DIJ,LONGVIC,47.269,5.09,dijon
1485,MZM,FRESCATY,49.072,6.132,metz
1486,EPL,MIRECOURT,48.325,6.07,epinal
1487,ENC,ESSEY,48.692,6.23,nancy
1488,RHE,CHAMPAGNE,49.31,4.05,reims
1489,SXB,ENTZHEIM,48.538,7.628,strassbourg
1490,TLN,HYERES,43.097,6.146,hyeres
1491,FNI,GARONS,43.757,4.416,nimes
1492,FSP,ST PIERRE,46.763,-56.175,st.-pierre
1493,PYR,ANDRAVIDA,37.921,21.293,andravida
1494,AGQ,AGRINION,38.602,21.351,agrinion
1495,AXD,DIMOKRITOS,40.856,25.956,alexandroupolis
1496,HEW,ATHINAI,37.888,23.732,athens
1497,VOL,NEA ANCHIALOS,39.219,22.794,nea anghialos
1498,JKH,CHIOS,38.343,26.141,chios
1499,IOA,IOANNINA,39.696,20.822,ioannina
1500,HER,NIKOS KAZANTZAKIS,35.339,25.18,heraklion
1501,KSO,ARISTOTELIS,40.449,21.276,kastoria
1502,KIT,KITHIRA,36.274,23.017,kithira
1503,EFL,KEFALLINIA,38.12,20.501,keffallinia
1504,KLX,KALAMATA,37.068,22.026,kalamata
1505,KGS,KOS,36.793,27.092,kos
1506,AOK,KARPATHOS,35.421,27.146,karpathos
1507,CFU,IOANNIS KAPODISTRIAS INTERNATIONAL,39.602,19.912,kerkyra/corfu
1508,KSJ,KASOS,35.421,26.91,kasos
1509,KVA,MEGAS ALEXANDROS INTERNATIONAL,40.913,24.619,kavala
1510,KZI,FILIPPOS,40.286,21.841,kozani
1511,LRS,LEROS,37.185,26.8,leros
1512,LXS,LIMNOS,39.917,25.236,limnos
1513,LRA,LARISA,39.65,22.465,larissa
1514,JMK,MIKONOS,37.435,25.348,mykonos
1515,MJT,MITILINI,39.057,26.598,mytilini
1516,PVK,AKTIO,38.925,20.765,preveza
1517,RHO,DIAGORAS,36.405,28.086,rhodos
1518,GPA,ARAXOS,38.151,21.426,patras
1519,CHQ,SOUDA,35.532,24.149,chania
1520,JSI,SKIATHOS,39.177,23.504,skiathos
1521,SMI,SAMOS,37.69,26.912,samos
1522,JTR,SANTORINI,36.4,25.479,santorini
1523,JSH,SITIA,35.214,26.098,sitia
1524,SKU,SKYROS,38.968,24.487,skiros
1525,SKG,MAKEDONIA,40.52,22.971,thessaloniki
1526,ZTH,ZAKINTHOS DIONYSIOS SOLOMOS,37.75,20.882,zakynthos
1527,BUD,FERIHEGY,47.437,19.256,budapest
1528,DEB,DEBRECEN,47.489,21.615,debrecen
1529,CRV,CROTONE,38.997,17.08,crotone
1530,BRI,PALESE MACCHIE,41.138,16.761,bari
1531,FOG,GINO LISA,41.433,15.535,foggia
1532,TAR,GROTTAGLIE,40.516,17.402,grottaglie
1533,LCC,LECCE,40.239,18.133,lecce
1534,PSR,PESCARA,42.431,14.181,pescara
1535,BDS,CASALE,40.657,17.947,brindisi
1536,SUF,LAMEZIA TERME,38.906,16.242,lamezia
1537,CTA,CATANIA FONTANAROSSA,37.467,15.066,catania
1538,LMP,LAMPEDUSA,35.498,12.618,lampedusa
1539,PNL,PANTELLERIA,36.816,11.969,pantelleria
1540,PMO,PALERMO,38.176,13.091,palermo
1541,PMO,BOCCADIFALCO,38.111,13.313,palermo
1542,REG,REGGIO CALABRIA,38.071,15.651,reggio calabria
1543,TPS,TRAPANI BIRGI,37.913,12.488,trapani
1544,NSY,SIGONELLA,37.401,14.922,sigonella
1545,AHO,ALGHERO,40.632,8.291,alghero
1546,DCI,DECIMOMANNU,39.354,8.972,decimomannu
1547,CAG,ELMAS,39.251,9.054,cagliari
1548,OLB,OLBIA COSTA SMERALDA,40.899,9.518,olbia
1549,TTB,TORTOLI,39.919,9.683,tortoli
1550,MXP,MALPENSA,45.631,8.728,milano
1551,BGY,BERGAMO ORIO AL SERIO,45.674,9.704,bergamo
1552,TRN,TORINO,45.201,7.649,torino
1553,ALL,ALBENGA,44.051,8.127,albenga
1554,GOA,GENOVA SESTRI,44.412,8.842,genoa
1555,LIN,LINATE,45.445,9.277,milan
1556,PMF,PARMA,44.824,10.296,parma
1557,QPZ,PIACENZA,44.913,9.723,piacenza
1558,CUF,LEVALDIGI,44.546,7.622,levaldigi
1559,AVB,AVIANO AB,46.032,12.596,aviano
1560,BZO,BOLZANO,46.461,11.326,bolzano
1561,BLQ,BOLOGNA,44.534,11.29,bologna
1562,TSF,TREVISO,45.649,12.195,treviso
1563,FRL,FORLI,44.195,12.07,forli
1564,VBS,MONTICHIARI,45.429,10.331,montichiari
1565,TRS,RONCHI DEI LEGIONARI,45.828,13.466,ronchi de legionari
1566,RMI,RIMINI,44.02,12.612,rimini
1567,VIC,VICENZA,45.574,11.531,vicenza
1568,QPA,PADOVA,45.396,11.848,padova
1569,VRN,VILLAFRANCA,45.396,10.888,villafranca
1570,VCE,VENEZIA TESSERA,45.505,12.352,venice
1571,SAY,AMPUGNANO,43.257,11.254,siena
1572,CIA,CIAMPINO,41.799,12.595,rome
1573,FCO,FIUMICINO,41.813,12.253,rome
1574,EBA,MARINA DI CAMPO,42.76,10.239,marina di campo
1575,QLT,LATINA,41.542,12.909,latina
1576,NAP,CAPODICHINO,40.886,14.291,naples
1577,PSA,PISA,43.684,10.393,pisa
1578,FLR,PERETOLA,43.81,11.205,firenze
1579,GRS,GROSSETO,42.761,11.072,grosseto
1580,PEG,PERUGIA,43.096,12.513,perugia
1581,LJU,LJUBLJANA,46.224,14.457,ljubliana
1582,MBX,MARIBOR,46.48,15.686,maribor
1583,POW,PORTOROZ,45.473,13.615,portoroz
1584,KLV,KARLOVY VARY,50.203,12.915,karlovy vary
1585,OSR,MOSNOV,49.696,18.111,ostrava
1586,PED,PARDUBICE,50.013,15.739,pardubice
1587,PRV,PREROV,49.426,17.405,prerov
1588,PRG,RUZYNE,50.101,14.26,prague
1589,BRQ,TURANY,49.151,16.694,turany
1590,TLV,BEN GURION,32.009,34.877,tel-aviv
1591,BEV,TEYMAN,31.287,34.723,beer-sheba
1592,ETH,EILAT,29.561,34.96,elat
1593,HFA,HAIFA,32.811,35.044,haifa
1594,RPN,MAHANAIM I BEN YAAKOV,32.981,35.572,rosh pina
1595,JRS,JERUSALEM/ATAROT,31.867,35.217,jerusalem
1596,MTZ,BAR YEHUDA,31.328,35.388,metzada
1597,VDA,OVDA,29.94,34.936,ovda
1598,SDV,SDE DOV,32.114,34.782,tel-aviv
1599,MLA,LUQA,35.857,14.478,malta
1600,GRZ,GRAZ MIL/CIV,47.0,15.433,graz
1601,INN,INNSBRUCK,47.26,11.344,innsbruck
1602,KLU,KLAGENFURT(AUS-AFB),46.65,14.333,klagenfurt
1603,LNZ,HORSCHING INTERNATIONAL AIRPORT (AUS - AFB),48.233,14.183,linz
1604,SZG,SALZBURG,47.793,13.004,salzburg
1605,VIE,SCHWECHAT,48.11,16.57,vienna
1606,SMA,SANTA MARIA,36.971,-25.171,santa maria (island)
1607,BGC,BRAGANCA,41.868,-6.712,braganca
1608,FLW,FLORES,39.455,-31.131,flores (flores isl.)
1609,FAO,FARO,37.014,-7.966,faro
1610,GRW,GRACIOSA,39.092,-28.03,graciosa island
1611,HOR,HORTA,38.52,-28.716,horta
1612,TER,LAJES,38.764,-27.093,lajes (terceira island)
1613,PDL,PONTA DELGADA,37.741,-25.698,ponta delgada
1614,PIX,PICO,38.554,-28.44,pico
1615,OPO,PORTO,41.248,-8.681,porto
1616,PXO,PORTO SANTO,33.073,-16.35,porto santo
1617,LIS,LISBOA,38.781,-9.136,lisbon
1618,SJZ,SAO JORGE,38.665,-28.176,sao jorge island
1619,VRL,VILA REAL,41.274,-7.72,vila real
1620,OMO,MOSTAR,43.283,17.846,mostar
1621,SJJ,SARAJEVO,43.824,18.331,sarajevo
1622,ARW,ARAD,46.176,21.262,arad
1623,BCM,BACAU,46.522,26.91,bacau
1624,BAY,TAUTII MAGHERAUS,47.658,23.47,baia mare
1625,BBU,BANEASA,44.503,26.102,bucharest
1626,CND,MIHAIL KOGALNICEANU,44.362,28.488,constanta
1627,CLJ,SOMESENI,46.785,23.686,cluj-napoca
1628,CSB,CARANSEBES,45.42,22.253,caransebes
1629,CRA,CRAIOVA,44.318,23.889,craiova
1630,IAS,IASI,47.179,27.62,iasi
1631,OMR,ORADEA,47.025,21.902,oradea
1632,OTP,OTOPENI,44.574,26.103,bucharest
1633,SBZ,SIBIU,45.786,24.091,sibiu
1634,SUJ,SATU MARE,47.703,22.886,satu mare
1635,SCV,SALCEA,47.688,26.354,suceava
1636,TCE,CATALOI,45.062,28.714,tulcea
1637,TGM,VIDRASAU,46.468,24.412,tirgu mures
1638,TSR,GIARMATA,45.81,21.338,timisoara
1639,GVA,GENEVA COINTRIN,46.238,6.109,geneva
1640,SIR,SION,46.219,7.327,sion
1641,LUG,LUGANO,46.004,8.911,lugano
1642,BRN,BERN BELP,46.914,7.497,bern
1643,ZRH,ZURICH,47.465,8.549,zurich
1644,ACH,ST GALLEN ALTENRHEIN,47.485,9.561,altenrhein
1645,SMV,SAMEDAN,46.532,9.883,samedan
1646,ESB,ESENBOGA,40.128,32.995,ankara
1647,ANK,ETIMESGUT,39.95,32.689,ankara
1648,ADA,ADANA,36.982,35.28,adana
1649,ADA,INCIRLIK AB,37.002,35.426,adana
1650,AFY,AFYON,38.726,30.601,afyon
1651,AYT,ANTALYA,36.901,30.792,antalya
1652,GZT,OGUZELI,36.948,37.479,gaziantep
1653,KYA,KONYA,37.979,32.562,konya
1654,MZH,MERZIFON,40.829,35.522,merzifon
1655,SSX,SAMSUN AIRPORT,41.276,36.304,samsun
1656,VAS,SIVAS,39.814,36.903,sivas
1657,MLX,ERHAC,38.436,38.092,malatya
1658,ASR,ERKILET,38.77,35.495,kayseri
1659,DNZ,CARDAK,37.785,29.701,denizli
1660,IST,ATATURK,40.977,28.821,istanbul
1661,BTZ,BURSA,40.232,29.009,bursa
1662,BZI,BALIKESIR,39.619,27.925,balikesir
1663,BDM,BANDIRMA,40.318,27.977,bandirma
1664,ESK,ESKISEHIR,39.784,30.582,eskisehir
1665,ADB,ADNAN MENDERES,38.292,27.157,izmir
1666,IGL,CIGLI,38.513,27.01,izmir
1667,DLM,DALAMAN,36.713,28.793,dalaman
1668,EZS,ELAZIG,38.607,39.291,elazig
1669,DIY,DIYARBAKIR,37.894,40.201,diyabakir
1670,ERC,ERZINCAN,39.71,39.526,erzincan
1671,ERZ,ERZURUM,39.956,41.17,erzurum
1672,TZX,TRABZON,40.995,39.79,trabzon
1673,VAN,VAN,38.468,43.332,van
1674,BAL,BATMAN,37.929,41.116,batman
1675,KIV,CHISINAU,46.928,28.931,kichinau fir/acc/com
1676,OHD,OHRID,41.18,20.742,ohrid
1677,SKP,SKOPJE,41.961,21.621,skopje
1678,GIB,GIBRALTAR,36.151,-5.349,gibraltar
1679,BEG,BEOGRAD,44.818,20.309,beograd
1680,TGD,PODGORICA,42.359,19.252,podgorica
1681,PRN,PRISTINA,42.573,21.036,pristina
1682,TIV,TIVAT,42.404,18.723,tivat
1683,BTS,M R STEFANIK,48.17,17.212,bratislava
1684,KSC,KOSICE,48.663,21.241,kosice
1685,PZY,PIESTANY,48.625,17.828,piestany
1686,SLD,SLIAC,48.638,19.134,sliac
1687,TAT,TATRY,49.073,20.241,poprad
1688,NCA,NORTH CAICOS,21.917,-71.939,north caicos
1689,PLS,PROVIDENCIALES,21.774,-72.266,providenciales
1690,XSC,SOUTH CAICOS,21.516,-71.528,south caicos
1691,BRX,MARIA MONTEZ INTERNATIONAL,18.251,-71.12,barahona
1692,HEX,HERRERA INTERNATIONAL,18.471,-69.969,santo domingo
1693,LRM,LA ROMANA INTERNATIONAL,18.452,-68.912,la romana
1694,PUJ,PUNTA CANA INTERNATIONAL,18.567,-68.363,punta cana
1695,POP,GREGORIO LUPERON INTERNATIONAL,19.757,-70.57,puerto plata
1696,SDQ,LAS AMERICAS INTERNATIONAL,18.429,-69.669,santo domingo
1697,STI,CIBAO INTERNATIONAL,19.409,-70.616,santiago
1698,CBV,COBAN,15.469,-90.407,coban
1699,GUA,LA AURORA,14.583,-90.528,guatemala city
1700,LCE,GOLOSON INTERNATIONAL,15.742,-86.853,la ceiba
1701,SAP,LA MESA INTERNATIONAL,15.452,-87.923,san pedro sula
1702,GJA,GUANAJA,16.445,-85.906,guanaja
1703,PEU,PUERTO LEMPIRA,15.261,-83.781,puerto lempira
1704,RTB,ROATAN,16.317,-86.522,roatan
1705,TEA,TELA,15.776,-87.476,tela
1706,TGU,TONCONTIN INTERNATIONAL,14.061,-87.217,tegucigalpa
1707,OCJ,BOSCOBEL,18.404,-76.969,ocho rios
1708,KIN,NORMAN MANLEY INTERNATIONAL,17.936,-76.787,kingston
1709,MBJ,SANGSTER INTERNATIONAL,18.504,-77.913,montego bay
1710,POT,KEN JONES,18.199,-76.534,port antonio
1711,KTP,TINSON PEN,17.988,-76.824,kingston
1712,ACA,GENERAL JUAN N ALVAREZ INTERNATIONAL,16.757,-99.753,acapulco
