,IATA Code,Airport Name,Latitude Decimal Degrees,Longitude Decimal Degrees,City
2546,SLU,GEORGE F L CHARLES,14.02,-60.993,castries
2547,UVF,HEWANORRA INTERNATIONAL,13.733,-60.953,hewandorra
2548,AUA,REINA BEATRIX INTERNATIONAL,12.501,-70.015,oranjestad
2549,BON,FLAMINGO,12.131,-68.268,kralendijk
2550,CUR,HATO,12.189,-68.96,willemstad
2551,EUX,F D ROOSEVELT,17.496,-62.979,oranjestad
2552,SXM,PRINCESS JULIANA INTERNATIONAL,18.041,-63.109,philipsburg
2553,AXA,WALLBLAKE,18.205,-63.055,the valley
2554,MNI,SANTEE COOPER RGNL,33.587,-80.209,plymouth
2555,TAB,CROWN POINT,11.149,-60.832,scarborough
2556,POS,PIARCO,10.595,-61.337,port-of-spain
2557,EIS,TERRANCE B LETTSOME INTERNATIONAL,18.445,-64.543,roadtown/beef island
2558,CIW,CANOUAN,12.699,-61.342,canouan island
2559,MQS,MUSTIQUE,12.887,-61.18,mustique
2560,SVD,E T JOSHUA,13.144,-61.211,kingstown
2561,ALA,ALMATY,43.352,77.04,alma-ata
2562,TSE,ASTANA,51.022,71.467,tselinograd
2563,FRU,MANAS,43.062,74.478,bishkek
2564,OSS,OSH,40.609,72.793,osh
2565,CIT,SHYMKENT,42.364,69.479,chimkent
2566,DZH,ZHEZKAZGAN,47.708,67.733,dzhezkazgan
2567,URA,URALSK,51.152,51.546,uralsk
2568,PLX,SEMIPALATINSK,50.351,80.234,semiplatinsk
2569,AKX,AKTYUBINSK,50.245,57.203,aktyubinsk
2570,KTQ,KOSTANAY,53.206,63.551,kustanay
2571,BAK,BINA,40.468,50.047,baku
2572,ADH,ADA MUNI,34.804,-96.671,aldan
2573,YKS,YAKUTSK,62.093,129.771,yakutsk
2574,EVN,ZVARTNOTS,40.148,44.397,yerevan
2575,TBS,LOCHINI,41.669,44.955,tbilisi
2576,SUI,SUKHUMI DRANDA,42.858,41.128,sukhumi
2577,BQS,IGNATYEVO,50.422,127.41,blagoveschensk
2578,KHV,NOVY,48.528,135.188,khabarovsk
2579,PVS,PROVIDENIYA BAY,64.38,-173.247,provideniya bay
2580,GDX,SOKOL,59.91,150.717,magadan
2581,PKC,YELIZOVO,53.166,158.453,petropavlovsk
2582,UUS,KHOMUTOVO,46.889,142.717,yuzhno-sakhalinsk
2583,VVO,KNEVICHI,43.399,132.151,vladivostok
2584,HTA,KADALA,52.026,113.305,chita
2585,BTK,BRATSK,56.371,101.699,bratsk
2586,IKT,IRKUTSK,52.267,104.395,irkutsk
2587,UUD,MUKHINO,51.807,107.438,ulan-ude
2588,KBP,BORYSPIL,50.345,30.895,kiev
2589,DOK,DONETSK,48.073,37.74,donetsk
2590,DNK,DNIPROPETROVSK,48.357,35.102,dnepropetrovsk
2591,SIP,SIMFEROPOL,45.039,33.983,simferopol
2592,KGO,KIROVOGRAD,0.0,0.0,kirovograd
2593,IEV,ZHULIANY,50.402,30.452,kiev
2594,LWO,LVIV,49.813,23.956,lvov
2595,ODS,ODESA,46.427,30.678,odessa
2596,LED,PULKOVO,59.8,30.265,st. petersburg
2597,MMK,MURMANSK,68.782,32.751,murmansk
2598,GME,GOMEL,52.527,31.017,gomel
2599,VTB,VITEBSK,55.167,30.133,vitebsk
2600,KGD,KHRABROVO,54.89,20.592,kaliningrad
2601,MHP,MINSK 1,53.864,27.539,minsk
2602,MSQ,MINSK 2,53.882,28.031,minsk 2
2603,ABA,ABAKAN,53.74,91.385,abakan
2604,BAX,BARNAUL,53.364,83.542,barnaul
2605,KEJ,KEMEROVO,55.27,86.107,kemorovo
2606,OMS,TSENTRALNY,54.967,73.31,omsk
2607,KRR,PASHKOVSKY,45.035,39.172,krasnodar
2608,MCX,UYTASH,42.817,47.652,makhachkala
2609,MRV,MINERALNYYE VODY,44.225,43.082,mineralnye vody
2610,STW,SHPAKOVSKOYE,45.109,42.113,stavropol
2611,ROV,ROSTOV NA DONU,47.258,39.818,rostov
2612,AER,SOCHI,43.446,39.947,sochi
2613,ASF,ASTRAKHAN,46.283,48.006,astrakhan
2614,VOG,GUMRAK,48.782,44.345,volgograd
2615,CEK,BALANDINO,55.303,61.507,chelyabinsk
2616,MQF,MAGNITOGORSK,53.393,58.76,magnetiogorsk
2617,NJC,NIZHNEVARTOVSK,60.95,76.467,nizhnevartovsk
2618,PEE,BOLSHOYE SAVINO,57.917,56.026,perm
2619,SGC,SURGUT,61.25,73.5,surgut
2620,SVX,KOLTSOVO,56.741,60.804,sverdlovsk
2621,TOX,CABOOL MEM,37.132,-92.084,tobolsk
2622,KRO,KURGAN,55.475,65.415,kurgan
2623,ASB,ASHGABAT,37.992,58.363,ashkhabad
2624,KRW,TURKMENBASHI AIRPORT,40.033,52.983,krasnovodsk
2625,DYU,DUSHANBE,38.543,68.825,dushanbe
2626,NCU,NUKUS,42.486,59.623,nukus
2627,BHK,BUKHARA,39.775,64.48,bukhara
2628,SKD,SAMARKAND,39.701,66.985,samarkand
2629,TAS,YUZHNY,41.257,69.282,tashkent
2630,BZK,BRYANSK,53.214,34.176,bryansk
2631,SVO,SHEREMETYEVO,55.972,37.415,moscow
2632,KLD,MIGALOVO,56.825,35.758,tver
2633,VOZ,CHERTOVITSKOYE,51.814,39.23,voronezh
2634,VKO,VNUKOVO,55.591,37.261,moscow
2635,SCW,SYKTYVKAR,61.648,50.846,syktyvkar
2636,KZN,KAZAN,55.608,49.277,kazan
2637,REN,ORENBURG,51.796,55.457,orenburg
2638,PEZ,PLEASANTON MUNI,28.954,-98.52,penza
2639,UFA,UFA,54.557,55.874,ufa
2640,KBY,KURUMOCH,53.505,50.164,samara
2641,AMD,AHMEDABAD,23.075,72.632,ahmedabad
2642,AKD,AKOLA,20.699,77.056,akola
2643,IXU,AURANGABAD,19.863,75.398,aurangabad
2644,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,19.089,72.868,bombay
2645,PAB,BILASPUR,21.989,82.111,bilaspur
2646,BHJ,BHUJ,23.288,69.67,bhuj
2647,IXG,BELGAUM,15.859,74.618,belgaum
2648,BDQ,VADODARA,22.336,73.226,baroda
2649,BHO,BHOPAL,23.285,77.337,bhopal
2650,BHU,BHAVNAGAR,21.752,72.185,bhaunagar
2651,NMB,DAMAN,20.435,72.844,daman
2652,GOI,GOA,15.381,73.833,goa
2653,IDR,DEVI AHILYABAI HOLKAR,22.722,75.801,indore
2654,JLR,JABALPUR,23.178,80.052,jabalpur
2655,JGA,JAMNAGAR,22.466,70.011,jamnagar
2656,IXY,KANDLA,23.113,70.1,kandla
2657,HJR,KHAJURAHO,24.819,79.919,khajuraho
2658,KLH,KOLHAPUR,16.664,74.288,kolhapur
2659,IXK,KESHOD,21.317,70.27,keshod
2660,NAG,NAGPUR,21.092,79.047,nagpur
2661,ISK,NASIK ROAD,19.962,73.807,nasik road
2662,PNQ,PUNE,18.582,73.919,pune
2663,PBD,PORBANDAR,21.649,69.656,porbandar
2664,RAJ,RAJKOT,22.309,70.779,rajkot
2665,RPR,RAIPUR,21.18,81.739,raipur
2666,SSE,SHOLAPUR,17.628,75.935,sholapur
2667,STV,SURAT,21.115,72.743,surat
2668,UDR,UDAIPUR,24.617,73.913,udaipur
2669,CMB,BANDARANAIKE INTERNATIONAL,7.181,79.884,colombo
2670,RML,COLOMBO RATMALANA,6.822,79.886,colombo
2671,GOY,AMPARAI,7.337,81.626,galoya
2672,JAF,KANKESANTURAI,9.792,80.07,jaffna
2673,TRR,CHINA BAY,8.539,81.181,trinciomalee
2674,PNH,POCHENTONG INTERNATIONAL,11.546,104.844,phnom-penh
2675,REP,SIEM REAP,13.411,103.813,siem-reap
2676,IXA,AGARTALA,23.889,91.241,agartala
2677,AJL,AIZAWL,23.746,92.803,aizwal
2678,IXB,BAGDOGRA,26.681,88.328,baghdogra
2679,RGH,BALURGHAT,25.261,88.796,balurghat
2680,BBI,BHUBANESHWAR,20.244,85.818,bhubaneswar
2681,CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,22.655,88.447,calcutta
2682,COH,COOCH BEHAR,26.33,89.467,cooch-behar
2683,DBO,DHANBAD,23.834,86.425,dhanbad
2684,YOP,GORAKHPUR,26.739,83.449,gorakhpur
2685,GAY,GAYA,24.748,84.943,gaya
2686,IMF,IMPHAL,24.76,93.897,imphal
2687,IXW,JAMSHEDPUR,22.812,86.168,jamshedpur
2688,JRH,JORHAT,26.731,94.176,jorhat
2689,IXH,KAILASHAHAR,24.308,92.007,kailashahar
2690,IXS,SILCHAR,24.913,92.979,silchar
2691,IXI,LILABARI,27.291,94.097,lilabari
2692,MOH,DIBRUGARH,27.483,95.017,mohanbari
2693,IXT,PASIGHAT,28.066,95.336,pasighat
2694,PAT,PATNA,25.591,85.088,patina
2695,IXR,BIRSA MUNDA,23.315,85.321,ranchi
2696,RRK,ROURKELA,22.256,84.814,rourkela
2697,VTZ,VISHAKHAPATNAM,0.0,0.0,vishakhapatnam
2698,CXB,COXS BAZAR,21.452,91.964,cox's bazar
2699,CGP,SHAH AMANAT INTERNATIONAL,22.249,91.813,chittagong
2700,IRD,ISHURDI,24.152,89.049,ishurdi
2701,JSR,JESSORE,23.184,89.161,jessore
2702,RJH,RAJSHAHI,24.437,88.616,rajshahi
2703,SPD,SAIDPUR,25.759,88.909,saidpur
2704,ZYL,OSMANY INTERNATIONAL,24.963,91.867,sylhet osmani
2705,DAC,ZIA INTERNATIONAL,23.843,90.398,dhaka
2706,HKG,HONG KONG INTERNATIONAL,22.309,113.914,hong kong
2707,AGR,AGRA,27.156,77.961,agra
2708,IXD,ALLAHABAD,25.439,81.734,allahabad
2709,ATQ,AMRITSAR,31.707,74.799,amritsar
2710,VNS,VARANASI,25.452,82.859,varanasi
2711,KUU,KULLU MANALI,31.882,77.184,kulu
2712,IXC,CHANDIGARH,30.673,76.788,chandigarh
2713,DED,DEHRADUN,30.187,78.18,dehra dun
2714,DEL,INDIRA GANDHI INTERNATIONAL,28.566,77.103,delhi
2715,GWL,GWALIOR,26.294,78.228,gwalior
2716,JOH,JODHPUR,26.251,73.048,jodhpur
2717,JAI,JAIPUR,26.824,75.81,jaipur
2718,JSA,JAISALMER,26.889,70.864,jaisalmer
2719,IXJ,JAMMU,32.69,74.838,jammu
2720,KNU,KANPUR,26.441,80.363,kanpur
2721,KTU,KOTA,25.161,75.845,kota
2722,LUH,LUDHIANA,30.854,75.951,ludhiaha
2723,IXL,LEH,34.136,77.546,leh
2724,LKO,LUCKNOW,26.761,80.886,lucknow
2725,IXP,PATHANKOT,32.234,75.634,pathankot
2726,PGH,PANTNAGAR,29.033,79.474,nainital
2727,SXR,SRINAGAR,33.987,74.774,srinagar
2728,LPQ,LUANG PRABANG,19.897,102.161,luang prabang
2729,PKZ,PAKSE,15.132,105.781,pakse
2730,ZVK,SAVANNAKHET,16.556,104.759,savannakhet
2731,VTE,WATTAY INTERNATIONAL,17.988,102.563,vientiane
2732,MFM,MACAU INTERNATIONAL,22.149,113.591,macau
2733,BWA,BHAIRAHAWA,27.506,83.416,bhairawa
2734,KTM,TRIBHUVAN INTERNATIONAL,27.696,85.359,kathmandu
2735,PKR,POKHARA,28.2,83.981,pokhara
2736,SIF,SIMARA,27.159,84.98,simara
2737,BIR,BIRATNAGAR,26.483,87.264,biratnagar
2738,AGX,AGATTI,10.823,72.176,agatti island
2739,BLR,BANGALORE,12.95,77.668,bangalore
2740,VGA,VIJAYAWADA,16.53,80.797,vijayawada
2741,CJB,COIMBATORE,11.031,77.044,coimbatore
2742,CCJ,CALICUT,11.136,75.955,calicut
2743,CDP,CUDDAPAH,14.51,78.773,cuddapah
2744,HYD,HYDERABAD,17.452,78.461,hyderabad
2745,IXM,MADURAI,9.834,78.093,madurai
2746,IXE,MANGALORE,12.96,74.893,mangalore
2747,MAA,CHENNAI INTERNATIONAL,12.994,80.18,madras
2748,IXZ,PORT BLAIR,11.646,92.733,port blair
2749,RJA,RAJAHMUNDRY,17.109,81.818,rajahmundry
2750,TIR,TIRUPATI,13.632,79.543,tirupeti
2751,TRZ,TIRUCHIRAPPALLI,10.765,78.709,tiruchchirappalli
2752,TRV,THIRUVANANTHAPURAM INTERNATIONAL,8.482,76.918,trivandrum
2753,PBH,PARO,27.403,89.426,paro
2754,MLE,MALE INTERNATIONAL,4.192,73.529,male
2755,BKK,BANGKOK INTERNATIONAL,13.912,100.607,bangkok
2756,UTP,U TAPHAO INTERNATIONAL,12.68,101.005,rayong
2757,LPT,LAMPANG,18.272,99.504,lampang
2758,PRH,PHRAE,18.132,100.164,phrae
2759,HHQ,HUA HIN,12.634,99.951,prachuap khiri khan
2760,PHS,PHITSANULOK,16.783,100.279,phitsanulok
2761,NAW,NARATHIWAT,6.52,101.743,narathiwat
2762,PAN,PATTANI,6.785,101.153,pattani
2763,NST,CHA IAN,8.471,99.956,nakhon si thammarat
2764,HKT,PHUKET INTERNATIONAL,8.113,98.317,phuket
2765,HDY,HAT YAI INTERNATIONAL,6.933,100.393,songkhla
2766,TST,TRANG,7.509,99.616,trang
2767,UTH,UDON THANI,17.386,102.788,udon thani
2768,SNO,SAKON NAKHON,17.195,104.119,sakon nakhon
2769,LOE,LOEI,17.439,101.722,loei
2770,NAK,KHORAT,14.934,102.079,nakhon ratchasima
2771,KOP,NAKHON PHANOM,17.412,104.777,nakhon phanom
2772,DAD,DANANG INTERNATIONAL,16.044,108.199,danang
2773,HAN,NOIBAI INTERNATIONAL,21.222,105.806,hanoi
2774,NHA,NHA TRANG AIRPORT,12.218,109.2,nhatrang
2775,SGN,TANSONNHAT INTERNATIONAL,10.82,106.662,ho chi minh city
2776,HEH,HEHO,20.743,96.792,heho
2777,KET,KENGTUNG,21.301,99.637,kengtung
2778,KYP,KYAUKPYU,19.427,93.534,kyaukpyu
2779,LSH,LASHIO,22.977,97.752,lashio
2780,MDL,MANDALAY INTERNATIONAL,21.702,95.978,mandalay
2781,MGZ,MYEIK,12.443,98.621,myeik
2782,MYT,MYITKYINA,25.383,97.353,myitkyina
2783,MOG,MONGHSAT,20.517,99.257,mong hsat
2784,PBU,PUTAO,27.33,97.426,putao
2785,AKY,SITTWE,20.133,92.872,sittwe
2786,SNW,THANDWE,18.461,94.299,thandwe
2787,THL,TACHILEK,20.484,99.935,tachilek
2788,RGN,YANGON INTERNATIONAL,16.907,96.133,yangon
2789,UPG,HASANUDDIN,-5.062,119.554,ujung pandang
2790,KDI,WOLTER MONGINSIDI,-4.082,122.417,kendari
2791,BIK,FRANS KAISIEPO,-1.19,136.108,biak
2792,NBX,NABIRE,-3.368,135.496,nabire
2793,TIM,MOSES KILANGIN,-4.528,136.887,timika
2794,DJJ,SENTANI,-2.577,140.516,jayapura
2795,WMX,WAMENA,-4.096,138.952,wamena
2796,MKQ,MOPAH,-8.52,140.418,merauke
2797,GTO,JALALUDDIN,0.637,122.852,gorontalo
2798,PLW,MUTIARA,-0.918,119.909,palu
2799,MDC,SAM RATULANGI,1.549,124.926,manado
2800,PSJ,KASIGUNCU,-1.417,120.657,poso
2801,TTE,BABULLAH,0.832,127.381,ternate
2802,LUW,BUBUNG,-1.039,122.772,luwuk
2803,AMQ,PATTIMURA,-3.709,128.09,ambon
2804,KNG,KAIMANA,-3.644,133.695,kaimana
2805,MKW,RENDANI,-0.88,134.05,manokwari
2806,SOQ,JEFMAN,-0.926,131.12,sorong
2807,BTU,BINTULU,3.172,113.044,bintulu
2808,KCH,KUCHING INTERNATIONAL,1.485,110.346,kuching
2809,MUR,MARUDI,4.178,114.331,marudi
2810,MYY,MIRI,4.325,113.988,miri
2811,SBW,SIBU,2.264,111.983,sibu
2812,LDU,LAHAD DATU,5.032,118.324,lahad datu
2813,BKI,KOTA KINABALU INTERNATIONAL,5.937,116.051,kota kinabalu
2814,LBU,LABUAN,5.301,115.25,labuan
2815,TWU,TAWAU,4.313,118.122,tawau
2816,BWN,BRUNEI INTERNATIONAL,4.946,114.928,brunei
2817,SBG,MAIMUN SALEH,5.874,95.339,sabang
2818,MLG,ABDUL RACHMAN SALEH,-7.926,112.714,malang
2819,PKU,SULTAN SYARIF KASIM II,0.461,101.444,pekanbaru
2820,DUM,PINANG KAMPAI,1.609,101.433,dumai
2821,BDO,HUSEIN SASTRANEGARA,-6.901,107.576,bandung
2822,CBN,PENGGUNG,-6.756,108.539,cirebon
2823,HLP,HALIM PERDANAKUSUMA INTERNATIONAL,-6.266,106.891,jakarta
2824,CGK,SOEKARNO HATTA INTERNATIONAL,-6.126,106.656,jakarta
2825,JOG,ADI SUTJIPTO,-7.788,110.432,yogyakarta
2826,CXP,TUNGGUL WULUNG,-7.645,109.034,cilacap
2827,PCB,PONDOK CABE,-6.337,106.764,jakarta
2828,SRG,ACHMAD YANI,-6.973,110.375,semarang
2829,BTH,HANG NADIM,1.121,104.119,batam
2830,TJQ,H AS HANANDJOEDDIN,-2.746,107.755,tanjung pandan
2831,PGK,DEPATI AMIR,-2.163,106.139,pangkal pinang
2832,TNJ,KIJANG,0.922,104.532,tanjung pinang
2833,SIQ,DABO,-0.479,104.579,singkep
2834,GNS,BINAKA,1.166,97.703,gunung sitoli
2835,PDG,TABING,-0.876,100.352,padang
2836,MES,POLONIA,3.558,98.672,medan
2837,KTG,RAHADI USMAN,-1.816,109.963,ketapang
2838,PNK,SUPADIO,-0.151,109.404,pontianak
2839,SQC,SUSILO,0.064,111.475,sintang
2840,DJB,SULTAN THAHA,-1.638,103.644,jambi
2841,BKS,PADANG KEMILING,-3.864,102.341,bengkulu
2842,PLM,SULTAN MAHMUD BADARUDDIN II,-2.898,104.701,palembang
2843,RGT,JAPURA,-0.353,102.335,rengat
2844,BTJ,SULTAN ISKANDARMUDA,5.523,95.42,banda aceh
2845,AOR,SULTAN ABDUL HALIM,6.194,100.403,alor setar
2846,KBR,SULTAN ISMAIL PETRA,6.166,102.294,kota bahru
2847,KUA,KUANTAN,3.775,103.209,kuantan
2848,KTE,KERTEH,4.537,103.426,kerteh
2849,IPH,SULTAN AZLAN SHAH,4.568,101.092,ipoh
2850,JHB,SULTAN ISMAIL,1.641,103.669,johor bahru
2851,KUL,KUALA LUMPUR INTERNATIONAL,2.746,101.71,kuala lumpur
2852,LGK,LANGKAWI INTERNATIONAL,6.33,99.729,pulau
2853,MKZ,MALACCA,2.263,102.251,malacca
2854,TGG,SULTAN MAHMUD,5.382,103.103,kuala terengganu
2855,PEN,PENANG INTERNATIONAL,5.297,100.277,penang
2856,DIL,COMORO (KOMORO) AIRPORT,0.0,0.0,dili
2857,BDJ,SYAMSUDIN NOOR,-3.442,114.761,banjarmasin
2858,PKN,ISKANDAR,-2.705,111.673,pangkalan bun
2859,PKY,TJILIK RIWUT,-2.225,113.943,palangkaraya
2860,MOF,WAI OTI,-8.641,122.237,maumere
2861,ENE,H HASAN AROEBOESMAN,-8.849,121.662,ende
2862,RTG,SATAR TACIK,-8.596,120.478,ruteng
2863,KOE,EL TARI,-10.171,123.671,kupang
2864,LBJ,MUTIARA II,-8.486,119.889,labuhan bajo
2865,BPN,SEPINGGAN,-1.268,116.894,balikpapan
2866,TRK,JUWATA,3.326,117.566,taraken
2867,SRI,TEMINDUNG,-0.484,117.157,samarinda
2868,AMI,SELAPARANG,-8.561,116.094,mataram
2869,BMU,MUHAMMAD SALAHUDDIN,-8.539,118.687,bima
2870,DPS,BALI INTERNATIONAL,-8.748,115.167,denpasar
2871,SWG,SUMBAWA BESAR,-8.489,117.412,sumbawa
2872,WGP,MAU HAU,-9.67,120.304,waingapu
2873,SUB,JUANDA,-7.38,112.787,surabaya
2874,SOC,ADI SUMARMO WIRYOKUSUMO,-7.516,110.757,solo city
2875,QPG,PAYA LEBAR,1.36,103.909,paya lebar
2876,XSP,SELETAR,1.417,103.867,singapore
2877,SIN,SINGAPORE CHANGI,1.356,103.987,singapore
2878,ABM,BAMAGA INJINOO,-10.951,142.459,amberley
2879,ASP,ALICE SPRINGS,-23.807,133.902,alice springs
2880,BNE,BRISBANE INTERNATIONAL,-27.384,153.118,brisbane
2881,OOL,GOLD COAST COOLANGATTA,-28.164,153.505,coolangatta
2882,CNS,CAIRNS INTERNATIONAL,-16.886,145.755,cairns
2883,CTL,CHARLEVILLE,-26.413,146.262,charlieville
2884,ISA,MOUNT ISA,-20.664,139.489,mount isa
2885,MCY,MAROOCHYDORE SUNSHINE COAST,-26.603,153.091,maroochydore
2886,MKY,MACKAY,-21.172,149.18,mackay
2887,PPP,PROSERPINE WHITSUNDAY COAST,-20.495,148.552,prosserpine
2888,ROK,ROCKHAMPTON,-23.382,150.475,rockhampton
2889,TSV,TOWNSVILLE,-19.253,146.765,townsville
2890,WEI,WEIPA,-12.679,141.925,weipa
2891,AVV,AVALON,-38.039,144.469,avalon
2892,ABX,ALBURY,-36.068,146.958,albury
2893,MEB,MELBOURNE ESSENDON,-37.728,144.902,melbourne
2894,HBA,HOBART,-42.836,147.51,hobart
2895,LST,LAUNCESTON,-41.545,147.214,launceston
2896,MBW,MELBOURNE MOORABBIN,-37.976,145.102,melbourne
2897,MEL,MELBOURNE INTERNATIONAL,-37.673,144.843,melbourne
2898,ADL,ADELAIDE INTERNATIONAL,-34.945,138.531,adelaide
2899,JAD,PERTH JANDAKOT,-32.097,115.881,perth
2900,KTA,KARRATHA,-20.712,116.773,karratha
2901,KGI,KALGOORLIE BOULDER,-30.789,121.462,kalgoorlie
2902,KNX,KUNUNURRA,-15.778,128.707,kununurra
2903,LEA,LEARMONTH,-22.236,114.089,learmonth
2904,PHE,PORT HEDLAND INTERNATIONAL,-20.378,118.626,port hedland
2905,PER,PERTH INTERNATIONAL,-31.94,115.967,perth
2906,UMR,WOOMERA,-31.144,136.817,woomera
2907,BWU,SYDNEY BANKSTOWN,-33.924,150.988,sydney
2908,CBR,CANBERRA,-35.308,149.194,canberra
2909,CFS,COFFS HARBOUR,-30.321,153.116,coff's harbour
2910,CDU,CAMDEN,-34.04,150.687,camden
2911,DBO,DUBBO,-32.217,148.575,dubbo
2912,NLK,NORFOLK ISLAND INTERNATIONAL,-29.041,167.939,norfolk island
2913,RCM,RICHMOND,-33.601,150.781,richmond
2914,SYD,KINGSFORD SMITH INTERNATIONAL AIRPORT,-33.946,151.177,sydney
2915,TMW,TAMWORTH,-31.084,150.847,tamworth
2916,WGA,WAGGA WAGGA,-35.165,147.466,wagga wagga
2917,PEK,CAPITAL,40.08,116.584,beijing
2918,HLD,DONGSHAN,49.205,119.825,hailar
2919,TSN,BINHAI,39.124,117.346,tianjin
2920,TYN,WUSU,37.747,112.629,taiyuan
2921,CAN,BAIYUN,23.184,113.266,guangzhou
2922,CSX,HUANGHUA,28.189,113.219,changcha
2923,KWL,LIANGJIANG,25.218,110.039,guilin
2924,NNG,WUXU,22.608,108.172,nanning
2925,SWA,WAI SHA AIRPORT,23.4,116.683,shantou
2926,SZX,BAOAN,22.639,113.812,shenzhen
2927,CGO,XINZHENG,34.519,113.841,zhengzhou
2928,WUH,TIANHE,30.784,114.208,wuhan
2929,FNJ,PYONGYANG / SUNAN (CAPITAL) AIRPORT,39.033,125.783,pyongyang
2930,DNH,DUNHUANG AIRPORT,0.0,0.0,dunhuang
2931,ZGC,ZHONGCHUAN,36.517,103.622,lanzhou
2932,XIY,XIANYANG,34.446,108.752,xi'an
2933,ULN,BUYANT UKHAA,47.843,106.766,ulan bator
2934,KMG,WUJIABA,24.992,102.743,kunming
2935,XMN,GAOQI,24.544,118.127,xiamen
2936,KHN,NANCHANG AIRPORT,28.6,115.917,nanchang
2937,FOC,CHANGLE,25.933,119.662,fuzhou
2938,HGH,XIAOSHAN,30.228,120.432,hangzhou
2939,JDZ,JINGDEZHEN AIRPORT,0.0,0.0,jingdezhen
2940,NGB,LISHE,29.825,121.465,ninbo
2941,NKG,LU KOU AIRPORT,31.74,118.86,nanjing
2942,HFE,LUOGANG,31.78,117.298,hefei
2943,TAO,LIUTING,36.263,120.375,qingdao
2944,SHA,HONGQIAO INTERNATIONAL,31.198,121.336,shanghai
2945,YNT,LAISHAN,37.402,121.372,yantai
2946,CKG,JIANGBEI,29.719,106.641,chongqing
2947,LXA,LHASA AIRPORT,0.0,0.0,lhasa
2948,CTU,SHUANGLIU,30.578,103.947,chengdu
2949,XIC,QINGSHAN,27.989,102.184,xichang
2950,KHG,KASHI,39.543,76.022,kashi
2951,HTN,HOTAN,37.038,79.866,hotan
2952,URC,DIWOPU,43.907,87.474,urumqi
2953,HRB,TAIPING,45.623,126.25,harbin
2954,DLC,ZHOUSHUIZI,38.966,121.538,dalian
